longitude,latitude,2001-01-01,2001-02-01,2001-03-01,2001-04-01,2001-05-01,2001-06-01,2001-07-01,2001-08-01,2001-09-01,2001-10-01,2001-11-01,2001-12-01,2002-01-01,2002-02-01,2002-03-01,2002-04-01,2002-05-01,2002-06-01,2002-07-01,2002-08-01,2002-09-01,2002-10-01,2002-11-01,2002-12-01,2003-01-01,2003-02-01,2003-03-01,2003-04-01,2003-05-01,2003-06-01,2003-07-01,2003-08-01,2003-09-01,2003-10-01,2003-11-01,2003-12-01,2004-01-01,2004-02-01,2004-03-01,2004-04-01,2004-05-01,2004-06-01,2004-07-01,2004-08-01,2004-09-01,2004-10-01,2004-11-01,2004-12-01,2005-01-01,2005-02-01,2005-03-01,2005-04-01,2005-05-01,2005-06-01,2005-07-01,2005-08-01,2005-09-01,2005-10-01,2005-11-01,2005-12-01,2006-01-01,2006-02-01,2006-03-01,2006-04-01,2006-05-01,2006-06-01,2006-07-01,2006-08-01,2006-09-01,2006-10-01,2006-11-01,2006-12-01,2007-01-01,2007-02-01,2007-03-01,2007-04-01,2007-05-01,2007-06-01,2007-07-01,2007-08-01,2007-09-01,2007-10-01,2007-11-01,2007-12-01,2008-01-01,2008-02-01,2008-03-01,2008-04-01,2008-05-01,2008-06-01,2008-07-01,2008-08-01,2008-09-01,2008-10-01,2008-11-01,2008-12-01,2009-01-01,2009-02-01,2009-03-01,2009-04-01,2009-05-01,2009-06-01,2009-07-01,2009-08-01,2009-09-01,2009-10-01,2009-11-01,2009-12-01,2010-01-01,2010-02-01,2010-03-01,2010-04-01,2010-05-01,2010-06-01,2010-07-01,2010-08-01,2010-09-01,2010-10-01,2010-11-01,2010-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01
-106.62549,25.87512,0.0051,-0.2743,-0.5449,-0.8722,-1.1782,-1.4307,-0.3011,1.1366,1.219,0.8874,0.1848,-0.1252,-0.3676,-0.5742,-0.8328,-1.107,-1.3939,-1.6593,-0.7552,0.6027,0.6598,0.2143,-0.2889,-0.5085,-0.6868,-0.8824,-1.0574,-1.292,-1.5409,-1.7442,-0.4227,0.4265,1.2475,0.9168,0.5019,0.0605,0.0299,0.1242,-0.2729,-0.5238,-0.8668,-0.9672,0.5833,1.222,1.7712,1.4767,1.3637,0.9537,0.601,0.5675,0.2702,-0.2137,-0.6542,-1.073,-0.6585,1.0726,1.0617,0.9404,0.2378,-0.11,-0.3655,-0.643,-0.9601,-1.2409,-1.5045,-1.6171,0.1187,1.038,1.7974,1.8053,1.2336,0.7539,0.6166,0.4347,-0.0307,-0.4453,-0.8315,-0.8795,0.6018,1.2148,1.4998,1.4861,0.6112,0.3619,0.0851,-0.2046,-0.5866,-0.9368,-1.2431,-1.5165,-0.0072,1.4305,2.14,1.4979,0.9793,0.5415,0.2275,-0.1061,-0.5132,-0.821,-1.1359,-1.2588,-0.6546,0.4199,0.9358,1.4341,0.8696,0.5062,0.2941,0.3995,0.1501,-0.3225,-0.74,-1.0043,0.2142,0.7495,1.0899,0.7151,0.0884,-0.2806,-0.5221,-0.7655,-1.0799,-1.3606,-1.616,-1.806,-0.9078,-0.2934,-0.0939,-0.4602,-0.8592,-1.0554,-1.2457,-1.3951,-1.5696,-1.7323,-1.8868,-1.9673,-0.9798,0.255,0.6404,0.7409,0.0954,-0.2441,-0.3795,-0.6109,-0.9027,-1.203,-1.4783,-1.7101,-0.7708,0.402,1.3239,0.9231,0.6341,0.4013,0.126,-0.229,-0.5803,-0.8923,-1.2007,-1.2881,0.5312,0.5832,1.4954,1.3918,1.0921,0.6088,0.3732,0.236,0.2639,-0.0544,-0.4917,-0.4538,0.9444,0.7304,0.7177,1.3402,0.7219,0.336,0.1157,-0.2027,-0.5339,-0.771,-1.0189,-0.7311,1.1633,2.1373,2.159,1.6824,1.009,0.9367,0.5622,0.2116,-0.0871,-0.4619,-0.8569,-1.1368,0.7273,2.2242,1.9742,1.8669,0.9209,0.5452,0.3136,0.0392,-0.0855,-0.3871,-0.2015,0.3204,1.616,1.6966,2.1164,1.918,1.1245,0.8797,0.584,0.2266,-0.1834,-0.5768,-0.9507,-1.2451,0.4521,1.1465,2.0729,2.1183,1.8744,1.6563,0.5187,0.3202,-0.0725,-0.4455,-0.8685,-1.2315,-0.1637,0.2257,0.8056,0.0886,-0.4931,-0.7587,-0.9422,-1.1207,-1.3399,-1.5616,-1.7523,-1.888,0.3499,0.7927,0.6276,0.1416,-0.3494,-0.5355,-0.7127,-0.9285,-1.1961,-1.445,-1.694,-1.7654,-0.4526,0.7666,1.262,0.6689,0.0447,-0.3289
-106.62549,26.12512,0.2058,-0.0523,-0.3187,-0.661,-0.9645,-1.2011,-0.2331,1.2303,1.2332,0.9021,0.2789,0.004,-0.2176,-0.4079,-0.6545,-0.927,-1.2106,-1.4583,-0.6295,0.7837,0.7124,0.3144,-0.1669,-0.3709,-0.5295,-0.6962,-0.8573,-1.0854,-1.3345,-1.508,-0.1931,0.5918,1.3017,0.9698,0.6,0.1891,0.1287,0.2143,-0.1357,-0.3551,-0.6895,-0.7871,0.7801,1.319,1.8099,1.5741,1.5023,1.1304,0.8175,0.7869,0.4789,-0.0123,-0.4706,-0.8911,-0.6591,1.0529,1.0126,0.9025,0.2483,-0.0797,-0.3207,-0.5689,-0.861,-1.1269,-1.3731,-1.4839,0.0487,1.0771,1.7485,1.7995,1.3176,0.885,0.7599,0.5962,0.1489,-0.2759,-0.6754,-0.7132,0.6398,1.2502,1.3902,1.4691,0.6586,0.4478,0.1922,-0.0766,-0.4413,-0.7878,-1.0902,-1.3451,-0.0879,1.4387,2.1315,1.5641,1.0644,0.6662,0.3772,0.067,-0.3301,-0.6457,-0.9665,-1.0578,-0.5436,0.4853,1.0568,1.5092,0.956,0.6296,0.4098,0.4359,0.2038,-0.2464,-0.6551,-0.8626,0.3016,0.7845,0.9042,0.7043,0.1124,-0.207,-0.4123,-0.6263,-0.9185,-1.1872,-1.4265,-1.5708,-1.0409,-0.5101,-0.5651,-0.7413,-0.9405,-1.0609,-1.1912,-1.2994,-1.4406,-1.5834,-1.6959,-1.7717,-1.4866,-0.3711,0.4043,0.4081,-0.0901,-0.3891,-0.5321,-0.7221,-0.974,-1.2332,-1.4627,-1.6352,-0.8587,0.4279,0.9603,0.4736,0.1975,0.068,-0.1357,-0.414,-0.7101,-0.9783,-1.2457,-1.299,0.2969,0.7192,1.2909,0.9237,0.5756,0.2589,0.0363,-0.0694,-0.0262,-0.2358,-0.6098,-0.6216,0.5677,0.2784,0.081,0.6677,0.1853,-0.1659,-0.3605,-0.6165,-0.8813,-1.0765,-1.2559,-1.0683,1.2739,2.323,2.207,1.6903,1.0781,0.8314,0.5513,0.2332,-0.0138,-0.3274,-0.7128,-1.039,0.5049,2.5598,2.2654,2.1242,1.177,0.8068,0.5455,0.3692,0.244,-0.1466,-0.1005,0.6078,2.22,2.3548,2.4928,2.1799,1.3913,1.0471,0.7589,0.4233,0.0269,-0.3694,-0.7522,-0.8316,0.5665,1.1524,2.1171,2.2125,1.8781,1.6595,0.1992,-0.0032,-0.3366,-0.6665,-1.0189,-1.3059,-0.4781,-0.0401,0.2072,-0.2649,-0.7735,-0.9752,-1.1122,-1.253,-1.421,-1.5823,-1.7117,-1.8217,-0.1191,0.5755,0.2895,-0.2211,-0.6655,-0.8006,-0.9012,-1.0436,-1.2483,-1.4333,-1.6154,-1.6681,-1.1444,0.0748,1.083,0.2764,-0.2483,-0.5322
-106.62549,26.37512,0.1548,-0.0953,-0.3548,-0.6884,-0.9737,-1.1912,-0.3707,1.1969,1.139,0.7895,0.2115,-0.043,-0.2567,-0.4362,-0.6656,-0.9229,-1.1862,-1.4137,-0.6262,0.8679,0.6754,0.2919,-0.1737,-0.3734,-0.5286,-0.686,-0.8417,-1.0568,-1.2933,-1.4406,-0.181,0.6073,1.2688,0.911,0.5521,0.1536,0.0601,0.1304,-0.1791,-0.361,-0.6672,-0.7718,0.8134,1.2857,1.7264,1.5378,1.5257,1.1719,0.8818,0.8626,0.5526,0.0728,-0.3838,-0.8,-0.7013,0.9764,0.9257,0.8131,0.1834,-0.1418,-0.389,-0.6262,-0.8981,-1.1453,-1.369,-1.4762,-0.0771,1.0997,1.7217,1.7549,1.3276,0.9126,0.7793,0.621,0.1886,-0.2377,-0.6347,-0.6525,0.6442,1.2554,1.2647,1.4184,0.6234,0.4335,0.1777,-0.0893,-0.4388,-0.7736,-1.0642,-1.3021,-0.2611,1.4194,2.1204,1.5799,1.0751,0.6864,0.3962,0.0893,-0.2969,-0.6143,-0.9286,-0.9876,-0.4967,0.526,1.1237,1.5406,0.9619,0.6417,0.4038,0.3732,0.1404,-0.2856,-0.673,-0.8168,0.3533,0.796,0.8392,0.6891,0.0809,-0.2305,-0.4356,-0.645,-0.9228,-1.1787,-1.4011,-1.5272,-1.1378,-0.6387,-0.7404,-0.8887,-1.0368,-1.1297,-1.2353,-1.3245,-1.4437,-1.5694,-1.6621,-1.7274,-1.5728,-0.6433,0.2715,0.3187,-0.1152,-0.3993,-0.5524,-0.739,-0.9757,-1.2245,-1.4425,-1.6016,-0.9143,0.3986,0.8765,0.374,0.0679,-0.049,-0.2449,-0.5084,-0.7852,-1.0366,-1.2849,-1.3358,0.1772,0.7,1.2062,0.7339,0.3273,0.0527,-0.1579,-0.2606,-0.2144,-0.3731,-0.7114,-0.7134,0.5312,0.2901,0.0444,0.6668,0.204,-0.1553,-0.3635,-0.6216,-0.8844,-1.0804,-1.2584,-0.9377,1.5537,2.5853,2.3362,1.7636,1.1618,0.9466,0.6482,0.3134,0.0595,-0.2753,-0.6626,-1.0209,0.1876,2.6725,2.3474,2.27,1.2868,0.9102,0.6159,0.421,0.175,-0.2546,-0.3241,0.4812,2.2371,2.4604,2.5879,2.2945,1.4838,1.0904,0.7926,0.4572,0.0664,-0.3276,-0.7078,-0.722,0.4395,1.0509,1.9816,2.2691,1.8872,1.6197,0.271,0.0777,-0.2524,-0.5838,-0.9359,-1.2218,-0.4295,-0.0155,0.2538,-0.1844,-0.6786,-0.8729,-1.0105,-1.1508,-1.3182,-1.4846,-1.6153,-1.7238,-0.0306,0.6854,0.3892,-0.1185,-0.5506,-0.6833,-0.7873,-0.9318,-1.139,-1.3274,-1.5123,-1.5678,-1.0671,0.1291,1.1801,0.3603,-0.1512,-0.4278
-106.62549,26.62512,0.0648,-0.1685,-0.4126,-0.7072,-0.9751,-1.2114,-0.4031,1.0989,0.9974,0.6002,0.0516,-0.1722,-0.3562,-0.5059,-0.7105,-0.9393,-1.1973,-1.454,-0.5862,0.8587,0.5654,0.1761,-0.241,-0.3944,-0.5239,-0.6697,-0.8204,-1.0209,-1.2624,-1.4236,-0.1629,0.505,1.1913,0.8375,0.4619,0.0808,0.0301,0.0794,-0.2264,-0.3205,-0.6252,-0.7043,0.8124,1.224,1.5794,1.3413,1.3596,1.0018,0.7501,0.7619,0.4527,0.034,-0.3619,-0.7562,-0.6924,0.9208,0.8537,0.7436,0.1438,-0.1474,-0.3696,-0.5913,-0.8475,-1.0798,-1.3184,-1.4636,-0.0957,1.0917,1.6873,1.5803,1.1323,0.7391,0.6127,0.4734,0.0768,-0.291,-0.6416,-0.6168,0.6074,1.2293,1.145,1.2872,0.4873,0.3426,0.0939,-0.1567,-0.4704,-0.7624,-1.0373,-1.3048,-0.3323,1.3869,2.0187,1.3684,0.8535,0.4906,0.2258,-0.0484,-0.3883,-0.6582,-0.9472,-0.955,-0.4156,0.5814,1.0935,1.4909,0.8507,0.537,0.3036,0.2823,0.0439,-0.3241,-0.6708,-0.7461,0.4213,0.7932,0.8445,0.6614,0.055,-0.2315,-0.4216,-0.624,-0.8952,-1.1476,-1.3873,-1.5389,-1.1401,-0.6528,-0.8432,-1.0409,-1.1849,-1.2662,-1.356,-1.4473,-1.5772,-1.7183,-1.8422,-1.9494,-1.7913,-0.8256,0.0823,0.1847,-0.2274,-0.4893,-0.6282,-0.8062,-1.0314,-1.2697,-1.4985,-1.696,-0.9175,0.3338,0.8228,0.339,0.0786,-0.0516,-0.2393,-0.4928,-0.7651,-1.0044,-1.2577,-1.2985,0.1998,0.6526,1.1692,0.6504,0.2467,-0.0268,-0.2251,-0.2725,-0.1775,-0.3463,-0.6762,-0.5655,0.6723,0.3965,0.155,0.7692,0.2794,-0.044,-0.2426,-0.4924,-0.7464,-0.9338,-1.1023,0.0366,2.4161,2.8958,2.4928,1.9542,1.2784,1.2197,0.827,0.4661,0.2998,-0.0027,-0.4213,-0.7519,0.8884,2.897,2.3042,2.3282,1.1753,0.8204,0.5429,0.4736,0.1945,-0.2196,-0.1161,0.6139,2.3506,2.4401,2.5327,2.2749,1.388,1.094,0.8124,0.4934,0.103,-0.2529,-0.6061,-0.4524,0.6405,1.5665,2.3181,2.2065,1.5565,1.2814,0.2918,0.1107,-0.2094,-0.5208,-0.868,-1.1738,-0.2814,0.0221,0.2824,-0.1913,-0.6543,-0.8221,-0.9451,-1.0852,-1.2679,-1.4554,-1.6211,-1.7909,-0.0042,0.7618,0.3928,-0.1036,-0.5116,-0.5859,-0.6854,-0.8366,-1.0641,-1.2701,-1.4939,-1.5592,-0.9773,0.1832,1.2235,0.406,-0.1012,-0.3623
-106.62549,26.87512,0.1153,-0.1588,-0.4246,-0.6771,-0.9008,-1.1304,0.0448,1.5319,1.3487,0.7325,0.0347,-0.213,-0.4206,-0.5574,-0.7587,-0.9536,-1.1794,-1.4342,-0.1204,1.291,0.8504,0.3032,-0.176,-0.2941,-0.4348,-0.6128,-0.7795,-0.964,-1.1833,-1.2946,0.2497,0.6583,1.599,1.1946,0.6589,0.1577,0.1978,0.1843,-0.2255,-0.1696,-0.5264,-0.4595,1.2207,1.6793,1.9756,1.5132,1.4785,0.9409,0.6447,0.6874,0.2585,-0.1264,-0.3866,-0.688,-0.5228,1.2471,1.0975,0.9142,0.1646,-0.1456,-0.3863,-0.6266,-0.8725,-1.0643,-1.2732,-1.3945,0.2929,1.5797,2.2648,1.7694,1.0674,0.5802,0.4206,0.2733,-0.1831,-0.4898,-0.7337,-0.484,0.8922,1.6663,1.4473,1.4576,0.3933,0.2693,-0.076,-0.3714,-0.6687,-0.883,-1.0794,-1.3189,-0.0798,1.9018,2.4477,1.2757,0.58,0.1379,-0.1711,-0.4579,-0.7503,-0.9267,-1.1152,-0.9411,-0.2247,0.9232,1.3805,1.864,0.9215,0.5018,0.1772,0.2546,-0.0867,-0.4265,-0.6989,-0.5746,0.8097,1.1719,1.337,0.9654,0.181,-0.1499,-0.3593,-0.5834,-0.8573,-1.0739,-1.2832,-1.3069,-0.5656,-0.2129,-0.7472,-1.1402,-1.3625,-1.4633,-1.5617,-1.6772,-1.8395,-2.0103,-2.1811,-2.3111,-1.9032,-0.6074,0.2493,0.2916,-0.2496,-0.5326,-0.6685,-0.8649,-1.0889,-1.2996,-1.5074,-1.6614,-0.27,0.7634,1.3849,0.7766,0.5551,0.2918,0.0279,-0.2964,-0.6035,-0.823,-1.0438,-0.7988,0.919,1.2233,1.8732,1.0736,0.5942,0.1521,-0.1258,-0.1032,0.0425,-0.2559,-0.5931,-0.1847,1.1499,0.6377,0.3306,1.1013,0.4185,0.0318,-0.2242,-0.4982,-0.7586,-0.9538,-1.1317,-0.187,2.1219,2.83,2.4073,1.8171,0.8762,0.7748,0.3002,-0.1032,-0.3668,-0.6076,-0.8537,-0.9685,0.2147,2.2976,1.3567,1.7176,0.6189,0.2112,-0.0685,-0.2856,-0.5056,-0.737,-0.8683,-0.8815,0.0328,-0.4369,0.2316,0.7899,0.1421,0.0978,-0.078,-0.3397,-0.6252,-0.8311,-1.023,-0.8442,0.2987,1.6613,2.8538,2.5056,1.2903,0.8784,0.4712,0.2494,-0.1234,-0.4124,-0.7008,-0.9353,0.433,0.3783,0.7123,-0.041,-0.558,-0.6889,-0.7904,-0.936,-1.1328,-1.3214,-1.4947,-1.68,0.5687,1.1969,0.7721,0.1241,-0.3802,-0.3602,-0.5087,-0.7042,-0.9548,-1.1633,-1.4012,-1.3265,-0.4207,0.7112,1.8693,0.8191,0.1364,-0.1787
-106.62549,27.12512,0.156,-0.0627,-0.281,-0.4923,-0.6766,-0.8659,0.0065,1.2628,1.1594,0.6929,0.1027,-0.1322,-0.3222,-0.4296,-0.5864,-0.7449,-0.9202,-1.1009,-0.0194,1.1884,0.8012,0.3343,-0.0796,-0.2085,-0.3333,-0.4788,-0.6085,-0.761,-0.9348,-1.0251,-0.0044,0.3718,1.2264,0.9759,0.5613,0.1458,0.1895,0.1908,-0.1306,-0.0346,-0.3431,-0.3676,0.9601,1.46,1.7922,1.5168,1.5336,1.0563,0.8304,0.8671,0.4665,0.1233,-0.0876,-0.3474,-0.34,1.1175,1.0293,0.8578,0.2424,-0.0393,-0.2569,-0.4534,-0.6418,-0.799,-0.9625,-1.0608,0.1734,1.4162,2.1407,1.7576,1.1843,0.7937,0.6613,0.5267,0.1356,-0.1482,-0.3575,-0.2262,0.8143,1.6531,1.4562,1.466,0.6035,0.4842,0.1554,-0.1034,-0.3452,-0.5173,-0.6725,-0.8762,-0.0986,1.6872,2.4195,1.5222,0.8937,0.4643,0.1588,-0.0965,-0.341,-0.5001,-0.6611,-0.5726,-0.0898,0.8765,1.1708,1.6387,0.9315,0.5985,0.3115,0.3719,0.0995,-0.1894,-0.4316,-0.3917,0.7027,1.1936,1.2492,0.9228,0.2499,-0.0441,-0.2038,-0.3744,-0.5797,-0.748,-0.9045,-1.0997,-1.2287,-0.5886,-0.7718,-1.2116,-1.4848,-1.5099,-1.5397,-1.6006,-1.6946,-1.8023,-1.9244,-2.0775,-1.9401,-0.7594,-0.3428,-0.4694,-0.8083,-0.9949,-1.0865,-1.2049,-1.3458,-1.498,-1.6506,-1.8176,-1.068,0.375,1.0066,0.5289,0.3774,0.2649,0.0232,-0.2376,-0.4719,-0.6473,-0.8176,-0.914,-0.2636,0.5435,1.15,0.6663,0.403,0.0846,-0.1182,-0.0072,0.097,-0.1492,-0.4273,-0.5062,0.3592,-0.0175,-0.2666,-0.0806,-0.3081,-0.522,-0.6687,-0.8424,-1.0206,-1.157,-1.2729,-0.1537,2.1001,3.1009,2.5779,1.9441,1.2029,1.1519,0.7742,0.336,0.062,-0.1789,-0.4035,-0.4883,0.6103,2.7233,2.0052,2.1559,1.0782,0.8824,0.5839,0.3511,0.0741,-0.179,-0.3558,-0.558,-0.0913,0.1562,0.9827,1.4428,0.8423,1.2974,1.0025,0.5938,0.1953,-0.0832,-0.2688,0.0251,0.5914,1.4626,2.827,2.6606,1.5731,1.1431,0.0486,-0.0359,-0.3068,-0.5265,-0.741,-0.9537,-0.4283,-0.6102,-0.7679,-1.0254,-1.3956,-1.4994,-1.5435,-1.5346,-1.603,-1.7058,-1.8143,-1.9389,-0.2496,0.2512,0.1109,-0.4184,-0.7328,-0.7746,-0.8577,-0.9778,-1.1454,-1.2992,-1.4716,-1.6232,-1.5986,-0.5681,1.0093,0.2466,-0.1954,-0.4129
-106.62549,27.37513,0.1384,-0.0514,-0.2513,-0.4624,-0.6523,-0.8399,-0.2392,1.1141,1.0474,0.5906,0.0038,-0.2077,-0.3673,-0.4618,-0.5966,-0.7473,-0.9125,-1.0772,-0.2293,1.1299,0.6677,0.1559,-0.2437,-0.3721,-0.4632,-0.5689,-0.679,-0.8069,-0.9649,-1.0744,-0.4188,0.044,0.9541,0.8196,0.407,0.0678,0.1049,0.1726,-0.086,0.035,-0.2152,-0.357,0.7835,1.3992,1.6835,1.4789,1.651,1.2141,1.0016,1.057,0.7011,0.3727,0.135,-0.142,-0.3242,1.0208,0.9841,0.7081,0.1675,-0.1011,-0.2921,-0.4539,-0.6244,-0.7776,-0.9399,-1.0641,-0.1552,1.3864,2.2568,1.8503,1.3341,0.9683,0.8688,0.7761,0.4171,0.1297,-0.1041,-0.1519,0.729,1.7821,1.4908,1.5234,0.7034,0.5446,0.2852,0.0578,-0.179,-0.3684,-0.5423,-0.751,-0.3199,1.7031,2.7158,1.8826,1.253,0.8372,0.5485,0.3032,0.0479,-0.1407,-0.3463,-0.3745,-0.0304,0.9444,1.1648,1.6252,0.9652,0.672,0.4241,0.4628,0.2628,-0.0101,-0.2591,-0.3369,0.6467,1.3652,1.3221,1.0815,0.3741,0.0791,-0.0712,-0.2311,-0.4396,-0.6213,-0.7875,-0.9775,-1.1581,-0.6609,-0.7904,-1.196,-1.4337,-1.4476,-1.4595,-1.4988,-1.5692,-1.6569,-1.7565,-1.88,-1.7846,-0.7257,-0.3657,-0.4898,-0.7875,-0.9498,-1.0255,-1.1173,-1.2353,-1.3731,-1.5113,-1.6577,-1.0147,0.5706,1.2253,0.737,0.5271,0.461,0.2522,0.0063,-0.2295,-0.4191,-0.6114,-0.7533,-0.2952,0.5569,1.2766,0.8247,0.4992,0.2277,0.0445,0.1468,0.2751,0.0838,-0.1914,-0.3633,0.3799,-0.0159,-0.3608,-0.3872,-0.4955,-0.6642,-0.7679,-0.8984,-1.0477,-1.1712,-1.2664,-0.91,1.3851,2.6398,2.9801,2.3689,1.6003,1.4283,1.0584,0.6794,0.4121,0.1638,-0.0839,-0.3075,0.099,2.2522,1.9255,1.831,1.001,0.9052,0.7212,0.4451,0.1922,-0.0377,-0.2509,-0.5266,-0.5893,-0.6575,-0.1234,0.1794,-0.1403,0.627,0.5345,0.2708,-0.0088,-0.2306,-0.4354,-0.2211,0.0135,0.3717,2.3538,2.9965,1.9809,1.5003,0.0736,0.0258,-0.2214,-0.4392,-0.6653,-0.8919,-0.803,-0.9634,-1.173,-1.3424,-1.6227,-1.7083,-1.735,-1.6929,-1.716,-1.7813,-1.859,-1.9486,-0.4487,0.1186,0.0674,-0.5225,-0.8326,-0.9036,-0.9594,-1.0441,-1.1792,-1.3102,-1.4598,-1.6005,-1.6876,-0.8196,1.0948,0.2407,-0.2088,-0.4186
-106.62549,27.62513,-0.0697,-0.2312,-0.4032,-0.5822,-0.7394,-0.8982,-0.407,0.869,0.7875,0.3158,-0.2666,-0.4521,-0.582,-0.657,-0.7633,-0.8858,-1.0142,-1.1439,-0.3779,1.0146,0.4007,-0.1741,-0.5346,-0.6389,-0.7039,-0.7817,-0.8695,-0.9686,-1.0888,-1.1725,-0.6599,-0.264,0.6126,0.609,0.2025,-0.1076,-0.0488,0.0514,-0.1777,0.0327,-0.188,-0.3471,0.689,1.3686,1.573,1.404,1.685,1.2559,1.0383,1.1018,0.7391,0.432,0.2319,-0.0218,-0.2751,0.8927,0.8118,0.4299,-0.0665,-0.315,-0.4853,-0.6188,-0.7597,-0.8851,-1.014,-1.1197,-0.3395,1.3046,2.3461,1.8438,1.3157,0.9605,0.8697,0.7946,0.4456,0.1754,-0.0287,-0.1029,0.6402,1.7966,1.4294,1.451,0.6289,0.4564,0.2139,0.0015,-0.2145,-0.3782,-0.522,-0.7056,-0.3679,1.7116,2.9115,2.0014,1.3302,0.9024,0.6088,0.3689,0.1297,-0.0398,-0.2181,-0.2509,0.0254,1.0217,1.124,1.5576,0.9063,0.6272,0.3856,0.4595,0.2754,0.0217,-0.2031,-0.2646,0.74,1.4989,1.4045,1.1838,0.4259,0.1159,-0.0251,-0.1835,-0.3877,-0.5558,-0.6974,-0.8632,-1.0452,-0.5989,-0.8812,-1.3319,-1.5651,-1.5583,-1.5544,-1.5815,-1.6373,-1.7086,-1.7876,-1.8867,-1.7453,-0.6667,-0.4378,-0.6165,-0.9137,-1.0637,-1.1281,-1.2069,-1.3096,-1.4276,-1.5412,-1.6526,-0.9015,0.702,1.3808,0.9049,0.6985,0.6499,0.4289,0.1766,-0.068,-0.2555,-0.4301,-0.5439,-0.0527,0.7331,1.482,1.009,0.6676,0.3717,0.1825,0.3161,0.4614,0.2699,0.0155,-0.1107,0.6853,0.1621,-0.3054,-0.3557,-0.4727,-0.6707,-0.7698,-0.8761,-0.9987,-1.1023,-1.1829,-1.1269,1.0313,2.701,2.4746,1.6167,0.9703,0.8938,0.6527,0.3951,0.1658,-0.0578,-0.2517,-0.4359,0.1106,2.5714,2.116,1.7547,1.0005,0.9376,0.7827,0.5113,0.2755,0.0885,-0.0801,-0.309,-0.1991,-0.1521,0.1633,0.6878,0.311,0.74,0.6437,0.3948,0.1512,-0.0287,-0.193,-0.2432,-0.2512,0.1612,2.519,3.148,2.101,1.6175,0.2734,0.2504,0.0005,-0.2102,-0.4128,-0.6155,-0.4483,-0.7744,-1.1622,-1.4025,-1.6732,-1.7426,-1.7523,-1.6877,-1.6951,-1.7406,-1.7954,-1.8547,-0.2687,0.2244,0.0604,-0.5531,-0.8476,-0.8944,-0.933,-1.0073,-1.1264,-1.2382,-1.3648,-1.4804,-1.55,-0.6371,1.3269,0.4416,-0.0289,-0.2466
