longitude,latitude,2001-01-01,2002-01-01,2003-01-01,2004-01-01,2005-01-01,2006-01-01,2007-01-01,2008-01-01,2009-01-01,2010-01-01,2011-01-01,2012-01-01,2013-01-01,2014-01-01,2015-01-01,2016-01-01,2017-01-01,2018-01-01,2019-01-01,2020-01-01,2021-01-01,2022-01-01
-96.87544,34.87516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.87544,35.12516,10,10,10,10,10,10,10,10,9,9,9,9,10,10,10,9,9,9,9,9,9,9
-96.87544,35.37516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.87544,35.62516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.87544,35.87516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.87544,36.12517,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.87544,36.37517,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,26.12512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.62544,26.37512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.62544,26.62512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.62544,26.87512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.62544,27.12512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.62544,27.37513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.62544,27.62513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.62544,27.87513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.62544,28.12513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.62544,28.37513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.62544,28.62513,9,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,12,12,12,12,12
-96.62544,28.87513,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,29.12513,9,12,10,10,10,12,10,9,9,10,10,12,9,10,10,12,10,10,10,10,12,12
-96.62544,29.37513,12,9,12,12,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-96.62544,29.62514,9,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,10,10,9,9,9
-96.62544,29.87514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,30.12514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,30.37514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,30.62514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,30.87514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,31.12514,12,12,12,12,12,12,12,12,12,12,10,12,12,12,12,12,12,12,12,12,12,12
-96.62544,31.37514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,31.62514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,31.87515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,32.12515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,32.37515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,32.62515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,32.87515,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-96.62544,33.12515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13
-96.62544,33.37515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,33.62515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,33.87515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,34.12516,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,34.37516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,34.62516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,34.87516,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9,9,9,10
-96.62544,35.12516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,35.37516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,35.62516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,35.87516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.62544,36.12517,10,9,9,9,9,9,9,9,9,9,9,9,9,10,9,10,9,9,9,9,9,9
-96.62544,36.37517,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,9,9,9,9,9,9,9
-96.37544,26.12512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.37544,26.37512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.37544,26.62512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.37544,26.87512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.37544,27.12512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.37544,27.37513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.37544,27.62513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.37544,27.87513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.37544,28.12513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.37544,28.37513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.37544,28.62513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.37544,28.87513,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-96.37544,29.12513,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-96.37544,29.37513,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-96.37544,29.62514,9,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,10,10,9,9,9
-96.37544,29.87514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,30.12514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,30.37514,10,10,10,10,10,10,10,10,12,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,30.62514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,30.87514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,31.12514,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,9,9
-96.37544,31.37514,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10
-96.37544,31.62514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,31.87515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,32.12515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,32.37515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,32.62515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,32.87515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,33.12515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,33.37515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,33.62515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,33.87515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,34.12516,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,34.37516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10
-96.37544,34.62516,9,9,10,9,10,10,10,10,9,10,9,10,9,9,10,10,10,9,9,9,9,9
-96.37544,34.87516,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-96.37544,35.12516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.37544,35.37516,10,10,10,9,9,10,10,9,9,9,9,10,9,9,9,9,9,9,9,9,9,10
-96.37544,35.62516,10,10,10,10,10,10,10,10,10,9,10,10,9,10,9,9,9,9,9,9,9,10
-96.37544,35.87516,10,9,9,9,9,9,9,9,9,9,9,9,9,10,9,10,9,9,9,9,9,9
-96.37544,36.12517,10,10,9,9,10,10,9,9,9,9,9,9,10,10,10,9,9,9,9,9,9,9
-96.37544,36.37517,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.12544,26.12512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.12544,26.37512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.12544,26.62512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.12544,26.87512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.12544,27.12512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.12544,27.37513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.12544,27.62513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.12544,27.87513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.12544,28.12513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.12544,28.37513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.12544,28.62513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-96.12544,28.87513,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.12544,29.12513,10,12,12,12,12,10,12,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10
-96.12544,29.37513,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-96.12544,29.62514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.12544,29.87514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10
-96.12544,30.12514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.12544,30.37514,9,9,10,10,10,9,9,9,9,9,9,9,10,10,10,10,9,9,9,9,9,9
-96.12544,30.62514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.12544,30.87514,9,9,10,9,10,10,9,10,9,9,10,10,10,10,10,10,10,10,10,10,9,9
-96.12544,31.12514,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,9,9,9
-96.12544,31.37514,9,9,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.12544,31.62514,9,10,9,9,9,10,9,10,9,10,9,10,10,10,10,9,10,10,10,9,9,10
-96.12544,31.87515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.12544,32.12515,9,9,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-96.12544,32.37515,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9
-96.12544,32.62515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.12544,32.87515,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.12544,33.12515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.12544,33.37515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.12544,33.62515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.12544,33.87515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-96.12544,34.12516,9,9,9,9,9,10,9,9,9,9,10,9,9,10,10,10,10,10,10,9,9,10
-96.12544,34.37516,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,10,10,10,10,9,9,9
-96.12544,34.62516,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-96.12544,34.87516,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-96.12544,35.12516,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-96.12544,35.37516,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-96.12544,35.62516,10,10,10,10,10,10,10,10,10,9,10,10,9,10,9,9,9,9,9,9,9,10
-96.12544,35.87516,10,9,9,9,9,9,9,9,9,9,9,9,9,10,9,10,9,9,9,9,9,9
-96.12544,36.12517,10,10,9,9,10,10,9,9,9,9,9,9,10,10,10,9,9,9,9,9,9,9
-96.12544,36.37517,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.87544,26.12512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.87544,26.37512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.87544,26.62512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.87544,26.87512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.87544,27.12512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.87544,27.37513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.87544,27.62513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.87544,27.87513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.87544,28.12513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.87544,28.37513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.87544,28.62513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.87544,28.87513,9,9,9,9,17,10,10,10,10,17,10,17,17,10,10,10,17,17,17,17,17,10
-95.87544,29.12513,10,12,12,12,12,10,12,12,10,12,10,10,10,10,10,10,10,10,10,10,10,10
-95.87544,29.37513,9,9,9,10,10,10,9,10,9,9,10,9,9,9,10,9,9,10,10,10,10,10
-95.87544,29.62514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.87544,29.87514,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.87544,30.12514,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.87544,30.37514,9,9,10,10,10,9,9,9,9,9,9,9,10,10,10,10,9,9,9,9,9,9
-95.87544,30.62514,10,9,9,9,10,10,9,10,10,10,9,10,9,9,10,9,9,9,9,10,10,10
-95.87544,30.87514,9,9,9,9,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.87544,31.12514,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.87544,31.37514,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.87544,31.62514,9,10,9,9,9,10,9,10,9,10,9,10,10,10,10,9,10,10,10,9,9,10
-95.87544,31.87515,9,9,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.87544,32.12515,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.87544,32.37515,9,9,9,9,9,10,9,9,9,9,9,9,10,10,10,10,10,10,9,9,9,9
-95.87544,32.62515,9,10,10,10,10,10,10,9,9,9,9,10,10,10,10,10,10,10,10,10,9,10
-95.87544,32.87515,9,9,9,9,9,10,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9
-95.87544,33.12515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.87544,33.37515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.87544,33.62515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.87544,33.87515,9,9,9,9,9,10,9,9,9,9,9,10,10,9,10,10,9,9,10,9,9,9
-95.87544,34.12516,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.87544,34.37516,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.87544,34.62516,9,10,8,9,9,10,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9
-95.87544,34.87516,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.87544,35.12516,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.87544,35.37516,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.87544,35.62516,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.87544,35.87516,10,10,9,9,10,10,9,9,9,9,9,9,10,10,10,9,9,9,9,9,9,9
-95.87544,36.12517,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.87544,36.37517,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.62544,26.12512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.62544,26.37512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.62544,26.62512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.62544,26.87512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.62544,27.12512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.62544,27.37513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.62544,27.62513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.62544,27.87513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.62544,28.12513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.62544,28.37513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.62544,28.62513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.62544,28.87513,9,9,9,9,17,10,10,10,10,17,10,17,17,10,10,10,17,17,17,17,17,10
-95.62544,29.12513,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.62544,29.37513,9,9,9,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.62544,29.62514,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-95.62544,29.87514,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-95.62544,30.12514,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.62544,30.37514,10,10,10,10,10,10,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.62544,30.62514,8,8,8,8,8,8,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9
-95.62544,30.87514,8,8,9,9,8,10,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,8
-95.62544,31.12514,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9
-95.62544,31.37514,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.62544,31.62514,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.62544,31.87515,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.62544,32.12515,8,9,9,8,9,9,9,9,8,9,9,9,9,8,8,8,8,8,8,9,9,9
-95.62544,32.37515,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.62544,32.62515,9,10,10,10,10,10,10,9,9,9,9,10,10,10,10,10,10,10,10,10,9,10
-95.62544,32.87515,9,9,9,9,9,10,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9
-95.62544,33.12515,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.62544,33.37515,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.62544,33.62515,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.62544,33.87515,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.62544,34.12516,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.62544,34.37516,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-95.62544,34.62516,9,10,8,9,9,10,9,9,9,9,9,8,8,9,9,9,9,9,9,9,9,9
-95.62544,34.87516,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.62544,35.12516,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.62544,35.37516,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.62544,35.62516,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,10,9,9,9
-95.62544,35.87516,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.62544,36.12517,10,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.62544,36.37517,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-95.37544,26.12512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.37544,26.37512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.37544,26.62512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.37544,26.87512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.37544,27.12512,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.37544,27.37513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.37544,27.62513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.37544,27.87513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.37544,28.12513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.37544,28.37513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.37544,28.62513,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-95.37544,28.87513,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.37544,29.12513,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.37544,29.37513,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.37544,29.62514,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-95.37544,29.87514,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-95.37544,30.12514,9,8,8,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.37544,30.37514,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9
-95.37544,30.62514,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-95.37544,30.87514,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-95.37544,31.12514,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,8,8,9,9,9,9,9
-95.37544,31.37514,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.37544,31.62514,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
-95.37544,31.87515,8,9,9,8,9,9,9,9,8,9,9,9,9,8,8,8,8,8,8,9,9,9
-95.37544,32.12515,9,8,8,8,8,8,8,8,8,9,9,8,8,9,9,9,9,8,8,9,9,9
-95.37544,32.37515,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.37544,32.62515,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.37544,32.87515,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.37544,33.12515,9,9,9,9,10,10,10,10,9,10,10,9,10,10,10,10,9,10,9,9,9,9
-95.37544,33.37515,9,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,9,10,10,10,10
-95.37544,33.62515,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9
-95.37544,33.87515,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.37544,34.12516,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-95.37544,34.37516,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
