cell,predictions,config,mse,nse
1650,"2022-01-01    0.096349
2022-02-01    0.025762
2022-03-01    0.155529
2022-04-01    0.103282
2022-05-01    0.148233
2022-06-01    0.217094
2022-07-01    0.105166
2022-08-01    0.067526
2022-09-01    0.023490
2022-10-01    0.141663
2022-11-01    0.048046
2022-12-01    0.068869
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 1, 0, 12), 't']",0.001989577,0.675311734
1651,"2022-01-01    0.052015
2022-02-01    0.058138
2022-03-01    0.078401
2022-04-01    0.104736
2022-05-01    0.128310
2022-06-01    0.142313
2022-07-01    0.143764
2022-08-01    0.133904
2022-09-01    0.117252
2022-10-01    0.099789
2022-11-01    0.086944
2022-12-01    0.082007
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 0, 0, 12), 'c']",0.013269413,0.111455886
1652,"2022-01-01    0.087035
2022-02-01    0.067402
2022-03-01    0.081566
2022-04-01    0.088124
2022-05-01    0.168629
2022-06-01    0.117654
2022-07-01    0.130045
2022-08-01    0.121552
2022-09-01    0.126395
2022-10-01    0.118462
2022-11-01    0.077385
2022-12-01    0.067979
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (2, 0, 2, 12), 'c']",0.008714616,0.097339531
1653,"2022-01-01    0.093513
2022-02-01    0.042394
2022-03-01    0.064284
2022-04-01    0.066786
2022-05-01    0.133038
2022-06-01    0.091248
2022-07-01    0.106120
2022-08-01    0.103998
2022-09-01    0.115480
2022-10-01    0.098115
2022-11-01    0.063301
2022-12-01    0.045862
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (2, 0, 2, 12), 'n']",0.00835054,0.055768047
1654,"2022-01-01    0.094331
2022-02-01    0.051000
2022-03-01    0.083373
2022-04-01    0.086358
2022-05-01    0.171463
2022-06-01    0.126699
2022-07-01    0.135211
2022-08-01    0.129136
2022-09-01    0.154629
2022-10-01    0.129356
2022-11-01    0.091564
2022-12-01    0.067382
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (2, 0, 2, 12), 'n']",0.009032582,0.091488258
1655,"2022-01-01    0.116983
2022-02-01    0.086870
2022-03-01    0.104854
2022-04-01    0.110742
2022-05-01    0.165404
2022-06-01    0.129748
2022-07-01    0.124709
2022-08-01    0.138002
2022-09-01    0.133546
2022-10-01    0.141345
2022-11-01    0.102044
2022-12-01    0.088663
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (2, 0, 2, 12), 'n']",0.014886571,0.058138382
1656,"2022-01-01    0.104805
2022-02-01    0.102890
2022-03-01    0.110236
2022-04-01    0.108882
2022-05-01    0.111259
2022-06-01    0.110560
2022-07-01    0.111322
2022-08-01    0.110983
2022-09-01    0.111206
2022-10-01    0.111032
2022-11-01    0.111071
2022-12-01    0.110966
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 0, 0, 12), 'ct']",0.007270913,-0.011387033
1657,"2022-01-01    0.133539
2022-02-01    0.105270
2022-03-01    0.098455
2022-04-01    0.109355
2022-05-01    0.104711
2022-06-01    0.104724
2022-07-01    0.105858
2022-08-01    0.105197
2022-09-01    0.105302
2022-10-01    0.105404
2022-11-01    0.105319
2022-12-01    0.105343
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 0, 0, 12), 'n']",0.001541652,-0.02079785
1658,"2022-01-01    0.130939
2022-02-01    0.106668
2022-03-01    0.114602
2022-04-01    0.110918
2022-05-01    0.112217
2022-06-01    0.109363
2022-07-01    0.108574
2022-08-01    0.107117
2022-09-01    0.108473
2022-10-01    0.105104
2022-11-01    0.105374
2022-12-01    0.104717
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (2, 0, 2, 12), 't']",0.001590743,0.013271685
1659,"2022-01-01    0.121040
2022-02-01    0.123346
2022-03-01    0.126598
2022-04-01    0.122777
2022-05-01    0.112748
2022-06-01    0.116660
2022-07-01    0.116895
2022-08-01    0.119338
2022-09-01    0.126460
2022-10-01    0.106436
2022-11-01    0.119729
2022-12-01    0.125731
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (2, 0, 0, 12), 'c']",0.002126745,0.04633893
1660,"2022-01-01    0.169884
2022-02-01    0.104097
2022-03-01    0.161898
2022-04-01    0.109388
2022-05-01    0.158052
2022-06-01    0.113164
2022-07-01    0.150717
2022-08-01    0.114776
2022-09-01    0.146008
2022-10-01    0.118042
2022-11-01    0.142041
2022-12-01    0.118175
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (2, 0, 0, 12), 'c']",0.004975661,0.039109184
1661,"2022-01-01    0.179977
2022-02-01    0.111994
2022-03-01    0.144394
2022-04-01    0.143847
2022-05-01    0.209958
2022-06-01    0.162964
2022-07-01    0.107786
2022-08-01    0.131900
2022-09-01    0.132836
2022-10-01    0.195059
2022-11-01    0.124278
2022-12-01    0.110593
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (2, 1, 2, 12), 'c']",0.00484091,0.131579491
1662,"2022-01-01    0.181560
2022-02-01    0.154197
2022-03-01    0.154085
2022-04-01    0.149117
2022-05-01    0.151985
2022-06-01    0.139141
2022-07-01    0.133148
2022-08-01    0.123645
2022-09-01    0.117960
2022-10-01    0.120670
2022-11-01    0.112571
2022-12-01    0.099809
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (1, 0, 0, 12), 'ct']",0.004803744,0.198254474
1663,"2022-01-01    0.138246
2022-02-01    0.142721
2022-03-01    0.127540
2022-04-01    0.169559
2022-05-01    0.237841
2022-06-01    0.142849
2022-07-01    0.104088
2022-08-01    0.116420
2022-09-01    0.150296
2022-10-01    0.186410
2022-11-01    0.122360
2022-12-01    0.138936
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 1, 1, 12), 'ct']",0.007792008,0.110228309
1664,"2022-01-01    0.097777
2022-02-01    0.143054
2022-03-01    0.049982
2022-04-01    0.110893
2022-05-01    0.264926
2022-06-01    0.137008
2022-07-01    0.167382
2022-08-01    0.128299
2022-09-01    0.085181
2022-10-01    0.184795
2022-11-01    0.148828
2022-12-01    0.072966
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 1, 0, 12), 'ct']",0.008112838,0.163824178
1665,"2022-01-01    0.093260
2022-02-01    0.119629
2022-03-01    0.123124
2022-04-01    0.149498
2022-05-01    0.215245
2022-06-01    0.138105
2022-07-01    0.087167
2022-08-01    0.104917
2022-09-01    0.128783
2022-10-01    0.157128
2022-11-01    0.083099
2022-12-01    0.104067
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (0, 1, 1, 12), 'ct']",0.008488844,0.103382533
1666,"2022-01-01    0.076092
2022-02-01    0.117869
2022-03-01    0.124024
2022-04-01    0.146414
2022-05-01    0.216057
2022-06-01    0.135812
2022-07-01    0.092562
2022-08-01    0.109151
2022-09-01    0.116032
2022-10-01    0.162181
2022-11-01    0.077359
2022-12-01    0.096317
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 0, 2, 12), 'c']",0.008642403,0.147686629
1667,"2022-01-01    0.062682
2022-02-01    0.109329
2022-03-01    0.132938
2022-04-01    0.144204
2022-05-01    0.246106
2022-06-01    0.136939
2022-07-01    0.125268
2022-08-01    0.147104
2022-09-01    0.094952
2022-10-01    0.189573
2022-11-01    0.092828
2022-12-01    0.093906
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (1, 0, 0, 12), 't']",0.007955671,0.116241845
1668,"2022-01-01    0.088595
2022-02-01    0.112665
2022-03-01    0.125498
2022-04-01    0.137079
2022-05-01    0.191967
2022-06-01    0.131419
2022-07-01    0.106516
2022-08-01    0.129604
2022-09-01    0.089806
2022-10-01    0.144229
2022-11-01    0.097140
2022-12-01    0.094153
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (2, 0, 0, 12), 'ct']",0.006987287,0.067041122
1669,"2022-01-01    0.123891
2022-02-01    0.131219
2022-03-01    0.123458
2022-04-01    0.133167
2022-05-01    0.135560
2022-06-01    0.129131
2022-07-01    0.129298
2022-08-01    0.132195
2022-09-01    0.122620
2022-10-01    0.132316
2022-11-01    0.129937
2022-12-01    0.127381
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (1, 0, 2, 12), 'c']",0.005529156,0.0384324
1670,"2022-01-01    0.120865
2022-02-01    0.134826
2022-03-01    0.135117
2022-04-01    0.141717
2022-05-01    0.148926
2022-06-01    0.141808
2022-07-01    0.134709
2022-08-01    0.139431
2022-09-01    0.131979
2022-10-01    0.139124
2022-11-01    0.138250
2022-12-01    0.137638
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (0, 0, 1, 12), 'ct']",0.005907936,0.045205453
1671,"2022-01-01    0.075048
2022-02-01    0.129205
2022-03-01    0.143630
2022-04-01    0.180770
2022-05-01    0.260837
2022-06-01    0.193977
2022-07-01    0.104553
2022-08-01    0.146490
2022-09-01    0.079470
2022-10-01    0.144011
2022-11-01    0.128936
2022-12-01    0.142851
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (1, 0, 0, 12), 'ct']",0.002753021,0.19257896
1672,"2022-01-01    0.065200
2022-02-01    0.119390
2022-03-01    0.134797
2022-04-01    0.176649
2022-05-01    0.253610
2022-06-01    0.181194
2022-07-01    0.106103
2022-08-01    0.158070
2022-09-01    0.082639
2022-10-01    0.138565
2022-11-01    0.127820
2022-12-01    0.124509
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 0, 12), 'ct']",0.001848824,0.503157606
1673,"2022-01-01    0.066819
2022-02-01    0.095659
2022-03-01    0.137331
2022-04-01    0.183245
2022-05-01    0.271389
2022-06-01    0.172840
2022-07-01    0.111732
2022-08-01    0.153390
2022-09-01    0.103166
2022-10-01    0.150304
2022-11-01    0.122660
2022-12-01    0.114944
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 0, 12), 't']",0.001760853,0.548436614
1674,"2022-01-01    0.067924
2022-02-01    0.085154
2022-03-01    0.131712
2022-04-01    0.181767
2022-05-01    0.251729
2022-06-01    0.176236
2022-07-01    0.125971
2022-08-01    0.135918
2022-09-01    0.102141
2022-10-01    0.169299
2022-11-01    0.098645
2022-12-01    0.108207
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 0, 12), 't']",0.002431692,0.421701488
1675,"2022-01-01    0.066949
2022-02-01    0.081360
2022-03-01    0.120963
2022-04-01    0.183096
2022-05-01    0.215029
2022-06-01    0.162310
2022-07-01    0.130019
2022-08-01    0.118799
2022-09-01    0.090937
2022-10-01    0.154767
2022-11-01    0.079939
2022-12-01    0.098456
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 0, 12), 't']",0.001718556,0.608319494
1676,"2022-01-01    0.077768
2022-02-01    0.093354
2022-03-01    0.120759
2022-04-01    0.185699
2022-05-01    0.210672
2022-06-01    0.161692
2022-07-01    0.112875
2022-08-01    0.130859
2022-09-01    0.109095
2022-10-01    0.156828
2022-11-01    0.079077
2022-12-01    0.104865
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (2, 0, 2, 12), 'c']",0.002130758,0.533499462
1677,"2022-01-01    0.041725
2022-02-01    0.110634
2022-03-01    0.089215
2022-04-01    0.183955
2022-05-01    0.179236
2022-06-01    0.177347
2022-07-01    0.102068
2022-08-01    0.131011
2022-09-01    0.116319
2022-10-01    0.158305
2022-11-01    0.071894
2022-12-01    0.097255
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (2, 1, 1, 12), 'c']",0.005971053,0.452758302
1678,"2022-01-01    0.106792
2022-02-01    0.081586
2022-03-01    0.120592
2022-04-01    0.222950
2022-05-01    0.207689
2022-06-01    0.227709
2022-07-01    0.139161
2022-08-01    0.108095
2022-09-01    0.110450
2022-10-01    0.209817
2022-11-01    0.073155
2022-12-01    0.234125
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (0, 1, 0, 12), 't']",0.006732283,0.480632877
1679,"2022-01-01    0.109734
2022-02-01    0.115682
2022-03-01    0.150042
2022-04-01    0.234196
2022-05-01    0.219300
2022-06-01    0.267008
2022-07-01    0.167615
2022-08-01    0.121936
2022-09-01    0.132217
2022-10-01    0.212707
2022-11-01    0.095369
2022-12-01    0.206584
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (2, 0, 1, 12), 'c']",0.00677344,0.540498645
1680,"2022-01-01    0.108988
2022-02-01    0.122912
2022-03-01    0.151041
2022-04-01    0.200302
2022-05-01    0.231983
2022-06-01    0.223880
2022-07-01    0.175942
2022-08-01    0.175822
2022-09-01    0.178177
2022-10-01    0.189713
2022-11-01    0.130511
2022-12-01    0.134098
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (0, 1, 1, 12), 'c']",0.01119553,0.356053363
1681,"2022-01-01    0.089616
2022-02-01    0.056719
2022-03-01    0.115403
2022-04-01    0.151431
2022-05-01    0.238893
2022-06-01    0.133696
2022-07-01    0.102692
2022-08-01    0.149837
2022-09-01    0.136341
2022-10-01    0.164309
2022-11-01    0.063405
2022-12-01    0.075657
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (2, 1, 1, 12), 'ct']",0.005099483,0.487601249
1682,"2022-01-01    0.074800
2022-02-01    0.035869
2022-03-01    0.119226
2022-04-01    0.139045
2022-05-01    0.194482
2022-06-01    0.232970
2022-07-01    0.102610
2022-08-01    0.070509
2022-09-01    0.054469
2022-10-01    0.122249
2022-11-01    0.083239
2022-12-01    0.066699
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (0, 1, 0, 12), 'c']",0.007658187,0.52537346
1683,"2022-01-01    0.083360
2022-02-01    0.035903
2022-03-01    0.128091
2022-04-01    0.129059
2022-05-01    0.178015
2022-06-01    0.229698
2022-07-01    0.107414
2022-08-01    0.073213
2022-09-01    0.036163
2022-10-01    0.125343
2022-11-01    0.059563
2022-12-01    0.073633
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (0, 1, 0, 12), 'c']",0.003232014,0.673424902
1684,"2022-01-01    0.062000
2022-02-01    0.054726
2022-03-01    0.135347
2022-04-01    0.111718
2022-05-01    0.164654
2022-06-01    0.214398
2022-07-01    0.131998
2022-08-01    0.062513
2022-09-01    0.030226
2022-10-01    0.149597
2022-11-01    0.045593
2022-12-01    0.086133
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 1, 0, 12), 'c']",0.002028435,0.699603288
1685,"2022-01-01    0.088408
2022-02-01    0.063824
2022-03-01    0.089437
2022-04-01    0.087205
2022-05-01    0.161847
2022-06-01    0.126404
2022-07-01    0.145626
2022-08-01    0.136832
2022-09-01    0.160075
2022-10-01    0.131667
2022-11-01    0.094331
2022-12-01    0.075828
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (2, 0, 2, 12), 'n']",0.007789593,0.165762473
1686,"2022-01-01    0.087995
2022-02-01    0.041741
2022-03-01    0.061915
2022-04-01    0.065500
2022-05-01    0.125908
2022-06-01    0.093342
2022-07-01    0.105108
2022-08-01    0.107471
2022-09-01    0.115136
2022-10-01    0.097783
2022-11-01    0.060775
2022-12-01    0.045933
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (2, 0, 2, 12), 'n']",0.007936567,0.036424734
1687,"2022-01-01    0.101844
2022-02-01    0.058847
2022-03-01    0.070305
2022-04-01    0.079830
2022-05-01    0.142767
2022-06-01    0.102060
2022-07-01    0.104974
2022-08-01    0.113637
2022-09-01    0.118463
2022-10-01    0.105253
2022-11-01    0.073179
2022-12-01    0.061040
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (2, 0, 2, 12), 'n']",0.008200683,0.070897263
1688,"2022-01-01    0.122096
2022-02-01    0.089472
2022-03-01    0.107412
2022-04-01    0.112216
2022-05-01    0.171154
2022-06-01    0.134221
2022-07-01    0.134599
2022-08-01    0.145768
2022-09-01    0.143346
2022-10-01    0.143790
2022-11-01    0.107829
2022-12-01    0.091558
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (2, 0, 2, 12), 'n']",0.011962728,0.05064493
1689,"2022-01-01    0.092355
2022-02-01    0.077032
2022-03-01    0.070222
2022-04-01    0.082592
2022-05-01    0.118459
2022-06-01    0.091306
2022-07-01    0.102646
2022-08-01    0.081322
2022-09-01    0.086094
2022-10-01    0.085955
2022-11-01    0.083391
2022-12-01    0.074080
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (0, 0, 1, 12), 'n']",0.007019168,-0.009715391
1690,"2022-01-01    0.115514
2022-02-01    0.115454
2022-03-01    0.115394
2022-04-01    0.115334
2022-05-01    0.115274
2022-06-01    0.115214
2022-07-01    0.115154
2022-08-01    0.115094
2022-09-01    0.115034
2022-10-01    0.114973
2022-11-01    0.114913
2022-12-01    0.114853
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (0, 0, 0, 12), 'ct']",0.00236877,-0.005211202
1691,"2022-01-01    0.122666
2022-02-01    0.103927
2022-03-01    0.120321
2022-04-01    0.109970
2022-05-01    0.084522
2022-06-01    0.102721
2022-07-01    0.105211
2022-08-01    0.117490
2022-09-01    0.112525
2022-10-01    0.099392
2022-11-01    0.112823
2022-12-01    0.120274
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (1, 0, 0, 12), 'c']",0.001139793,0.237566891
1692,"2022-01-01    0.117258
2022-02-01    0.109235
2022-03-01    0.111857
2022-04-01    0.109973
2022-05-01    0.109986
2022-06-01    0.109190
2022-07-01    0.108728
2022-08-01    0.108118
2022-09-01    0.107563
2022-10-01    0.106977
2022-11-01    0.106397
2022-12-01    0.105806
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (0, 0, 0, 12), 'ct']",0.001868369,0.021623823
1693,"2022-01-01    0.129300
2022-02-01    0.136647
2022-03-01    0.132848
2022-04-01    0.120003
2022-05-01    0.091978
2022-06-01    0.120517
2022-07-01    0.136605
2022-08-01    0.144901
2022-09-01    0.110590
2022-10-01    0.122818
2022-11-01    0.133839
2022-12-01    0.120688
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (1, 0, 2, 12), 'c']",0.003952881,0.063467654
1694,"2022-01-01    0.167394
2022-02-01    0.128454
2022-03-01    0.152467
2022-04-01    0.149523
2022-05-01    0.190207
2022-06-01    0.157194
2022-07-01    0.135040
2022-08-01    0.147032
2022-09-01    0.155730
2022-10-01    0.180976
2022-11-01    0.149158
2022-12-01    0.147826
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (2, 0, 2, 12), 'n']",0.005312303,0.09389115
1695,"2022-01-01    0.203615
2022-02-01    0.085835
2022-03-01    0.156693
2022-04-01    0.161493
2022-05-01    0.280807
2022-06-01    0.148118
2022-07-01    0.108042
2022-08-01    0.108998
2022-09-01    0.121163
2022-10-01    0.173989
2022-11-01    0.110680
2022-12-01    0.095963
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (2, 1, 2, 12), 'ct']",0.005777813,0.148695842
1696,"2022-01-01    0.163347
2022-02-01    0.137004
2022-03-01    0.154260
2022-04-01    0.155576
2022-05-01    0.195383
2022-06-01    0.163046
2022-07-01    0.133533
2022-08-01    0.144773
2022-09-01    0.155156
2022-10-01    0.191495
2022-11-01    0.149247
2022-12-01    0.146973
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (2, 0, 2, 12), 'c']",0.007105517,0.091575429
1697,"2022-01-01    0.109025
2022-02-01    0.142910
2022-03-01    0.106940
2022-04-01    0.134878
2022-05-01    0.246239
2022-06-01    0.159357
2022-07-01    0.171117
2022-08-01    0.143134
2022-09-01    0.124476
2022-10-01    0.181235
2022-11-01    0.170693
2022-12-01    0.129734
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (1, 0, 0, 12), 't']",0.008499264,0.144933
1698,"2022-01-01    0.081002
2022-02-01    0.134908
2022-03-01    0.110831
2022-04-01    0.128311
2022-05-01    0.247074
2022-06-01    0.174439
2022-07-01    0.146248
2022-08-01    0.156016
2022-09-01    0.107492
2022-10-01    0.150879
2022-11-01    0.093203
2022-12-01    0.105459
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 0, 12), 't']",0.010745688,0.111636627
1699,"2022-01-01    0.077760
2022-02-01    0.123579
2022-03-01    0.120898
2022-04-01    0.137308
2022-05-01    0.253078
2022-06-01    0.164989
2022-07-01    0.140322
2022-08-01    0.153602
2022-09-01    0.101409
2022-10-01    0.157365
2022-11-01    0.083555
2022-12-01    0.097541
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 0, 12), 't']",0.011170058,0.174423511
1700,"2022-01-01    0.072514
2022-02-01    0.125022
2022-03-01    0.140047
2022-04-01    0.150111
2022-05-01    0.255204
2022-06-01    0.149354
2022-07-01    0.131756
2022-08-01    0.144471
2022-09-01    0.096351
2022-10-01    0.168968
2022-11-01    0.092936
2022-12-01    0.099842
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 0, 12), 't']",0.011673501,0.097659461
1701,"2022-01-01    0.072593
2022-02-01    0.128113
2022-03-01    0.156192
2022-04-01    0.165039
2022-05-01    0.264855
2022-06-01    0.165955
2022-07-01    0.126781
2022-08-01    0.161947
2022-09-01    0.093905
2022-10-01    0.160631
2022-11-01    0.111565
2022-12-01    0.107862
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 0, 12), 't']",0.012443415,0.045116126
1702,"2022-01-01    0.115725
2022-02-01    0.138649
2022-03-01    0.146027
2022-04-01    0.145046
2022-05-01    0.148841
2022-06-01    0.138380
2022-07-01    0.135893
2022-08-01    0.140599
2022-09-01    0.131364
2022-10-01    0.139833
2022-11-01    0.135785
2022-12-01    0.133375
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (0, 0, 1, 12), 'ct']",0.008544761,0.010771638
1703,"2022-01-01    0.127476
2022-02-01    0.139749
2022-03-01    0.141372
2022-04-01    0.145111
2022-05-01    0.152876
2022-06-01    0.146001
2022-07-01    0.139211
2022-08-01    0.142924
2022-09-01    0.136274
2022-10-01    0.143833
2022-11-01    0.143052
2022-12-01    0.140398
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (0, 0, 1, 12), 'ct']",0.005407239,0.040130406
1704,"2022-01-01    0.069568
2022-02-01    0.124525
2022-03-01    0.148949
2022-04-01    0.184476
2022-05-01    0.273937
2022-06-01    0.212572
2022-07-01    0.112308
2022-08-01    0.140657
2022-09-01    0.076173
2022-10-01    0.146856
2022-11-01    0.150141
2022-12-01    0.127422
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 0), (1, 0, 0, 12), 'ct']",0.002949486,0.320568793
1705,"2022-01-01    0.071757
2022-02-01    0.114951
2022-03-01    0.141485
2022-04-01    0.181142
2022-05-01    0.263758
2022-06-01    0.200750
2022-07-01    0.111103
2022-08-01    0.148438
2022-09-01    0.080742
2022-10-01    0.139840
2022-11-01    0.136985
2022-12-01    0.142160
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (1, 0, 0, 12), 'ct']",0.002673834,0.406890444
1706,"2022-01-01    0.054841
2022-02-01    0.081956
2022-03-01    0.123702
2022-04-01    0.162638
2022-05-01    0.262284
2022-06-01    0.169779
2022-07-01    0.098327
2022-08-01    0.144435
2022-09-01    0.084723
2022-10-01    0.142463
2022-11-01    0.123029
2022-12-01    0.108241
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (1, 0, 0, 12), 'ct']",0.002203796,0.574287781
1707,"2022-01-01    0.069027
2022-02-01    0.094306
2022-03-01    0.139113
2022-04-01    0.185559
2022-05-01    0.265467
2022-06-01    0.188720
2022-07-01    0.122594
2022-08-01    0.152680
2022-09-01    0.105356
2022-10-01    0.164759
2022-11-01    0.111345
2022-12-01    0.117819
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 0, 12), 't']",0.002815583,0.432735013
1708,"2022-01-01    0.070679
2022-02-01    0.082452
2022-03-01    0.127367
2022-04-01    0.183128
2022-05-01    0.219560
2022-06-01    0.180419
2022-07-01    0.122162
2022-08-01    0.127491
2022-09-01    0.094396
2022-10-01    0.172714
2022-11-01    0.079636
2022-12-01    0.104317
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 0, 12), 't']",0.002238243,0.509344316
1709,"2022-01-01    0.066428
2022-02-01    0.079333
2022-03-01    0.118432
2022-04-01    0.180139
2022-05-01    0.187027
2022-06-01    0.167889
2022-07-01    0.107200
2022-08-01    0.120254
2022-09-01    0.084332
2022-10-01    0.151861
2022-11-01    0.071508
2022-12-01    0.111843
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (1, 0, 0, 12), 't']",0.001886744,0.608152975
1710,"2022-01-01    0.098711
2022-02-01    0.059620
2022-03-01    0.100228
2022-04-01    0.199635
2022-05-01    0.185006
2022-06-01    0.187318
2022-07-01    0.089549
2022-08-01    0.078631
2022-09-01    0.054789
2022-10-01    0.180461
2022-11-01    0.028769
2022-12-01    0.224832
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (0, 1, 0, 12), 't']",0.007369158,0.396235932
1711,"2022-01-01    0.111088
2022-02-01    0.063698
2022-03-01    0.103710
2022-04-01    0.195998
2022-05-01    0.193588
2022-06-01    0.200280
2022-07-01    0.105181
2022-08-01    0.079232
2022-09-01    0.073019
2022-10-01    0.207862
2022-11-01    0.038960
2022-12-01    0.227463
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (0, 1, 0, 12), 't']",0.006841386,0.45488426
1712,"2022-01-01    0.108660
2022-02-01    0.098561
2022-03-01    0.140243
2022-04-01    0.220735
2022-05-01    0.216528
2022-06-01    0.243841
2022-07-01    0.170179
2022-08-01    0.105273
2022-09-01    0.120672
2022-10-01    0.226165
2022-11-01    0.073502
2022-12-01    0.247854
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (0, 1, 0, 12), 'ct']",0.008744161,0.437493229
1713,"2022-01-01    0.105750
2022-02-01    0.069641
2022-03-01    0.127855
2022-04-01    0.196280
2022-05-01    0.196367
2022-06-01    0.233797
2022-07-01    0.154868
2022-08-01    0.076331
2022-09-01    0.091887
2022-10-01    0.225144
2022-11-01    0.065613
2022-12-01    0.189204
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (0, 1, 0, 12), 'ct']",0.010817615,0.378148969
1714,"2022-01-01    0.079212
2022-02-01    0.086987
2022-03-01    0.110532
2022-04-01    0.182486
2022-05-01    0.254429
2022-06-01    0.144065
2022-07-01    0.113818
2022-08-01    0.162842
2022-09-01    0.150217
2022-10-01    0.169253
2022-11-01    0.081232
2022-12-01    0.083907
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (2, 1, 1, 12), 't']",0.007447538,0.451471497
1715,"2022-01-01    0.066482
2022-02-01    0.071517
2022-03-01    0.101346
2022-04-01    0.120883
2022-05-01    0.125597
2022-06-01    0.135841
2022-07-01    0.112754
2022-08-01    0.096362
2022-09-01    0.101869
2022-10-01    0.106910
2022-11-01    0.074257
2022-12-01    0.073841
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (2, 0, 2, 12), 'n']",0.00118966,0.137651559
