cell,batchsize,mse,nse,y_test,yhat,train_loss,test_loss
1941,12,0.10353820796805364,-0.26322793793813415,"[0.16518415 0.29873925 0.83641476 0.85927737 0.90377123 0.05895758
 0.36302654 0.64871719 0.09709255 0.28131662 0.42170845 0.50656105]","[0.36514384 0.3247733  0.3608757  0.2966752  0.30451006 0.2537176
 0.2846853  0.31139347 0.24021015 0.2281231  0.20581907 0.23777159]","[0.05771094933152199, 0.03092888370156288, 0.02839825116097927, 0.02792847529053688, 0.027960745617747307, 0.0279654860496521, 0.027970662340521812, 0.027955133467912674, 0.027950285002589226, 0.027935700491070747, 0.02792954072356224, 0.0279285479336977, 0.02788614295423031, 0.027868647128343582, 0.027821814641356468, 0.027788974344730377, 0.027730844914913177, 0.027639705687761307, 0.027563706040382385, 0.027539070695638657, 0.027639416977763176, 0.027635304257273674, 0.02750871144235134, 0.027372773736715317, 0.027476796880364418, 0.027548538520932198, 0.027375677600502968, 0.027177412062883377, 0.027223065495491028, 0.027798796072602272, 0.027463536709547043, 0.027304505929350853, 0.027146294713020325, 0.027099808678030968, 0.027057169005274773, 0.02700873836874962, 0.026778152212500572, 0.026638785377144814, 0.026609208434820175, 0.026503968983888626, 0.026354661211371422, 0.02632608264684677, 0.026134908199310303, 0.026116875931620598, 0.025948964059352875, 0.025783196091651917, 0.025708645582199097, 0.025588270276784897, 0.025479232892394066, 0.025367526337504387]","[0.12825937569141388, 0.11172747611999512, 0.10780420899391174, 0.10816176980733871, 0.10906631499528885, 0.1095225140452385, 0.10974373668432236, 0.10981754213571548, 0.10983852297067642, 0.10982966423034668, 0.10985582321882248, 0.1096939817070961, 0.10952983051538467, 0.10899915546178818, 0.10898985713720322, 0.10869163274765015, 0.10864327102899551, 0.10530361533164978, 0.10720058530569077, 0.10742467641830444, 0.1093665063381195, 0.1097308024764061, 0.10828950256109238, 0.10655245929956436, 0.10098571330308914, 0.1068025454878807, 0.11105439811944962, 0.10514367371797562, 0.10515554994344711, 0.10319828242063522, 0.10472287982702255, 0.10654079914093018, 0.1097697913646698, 0.11016704887151718, 0.10938986390829086, 0.10688533633947372, 0.10631311684846878, 0.10680034011602402, 0.10406655073165894, 0.10188865661621094, 0.10073182731866837, 0.09857004135847092, 0.09786304831504822, 0.09704571217298508, 0.0942441001534462, 0.09408659487962723, 0.09265473484992981, 0.0920124277472496, 0.09120013564825058, 0.09109589457511902]"
1942,1,0.07929335729503448,-0.15013884453404436,"[0.18503154 0.33400789 0.70633074 0.68115282 1.         0.08268407
 0.33628453 0.62140376 0.10288711 0.30845897 0.35378934 0.44109413]","[0.32634217 0.35071042 0.3588276  0.33664972 0.39665577 0.27661303
 0.2122493  0.19067341 0.16063358 0.15527372 0.21194951 0.23526214]","[0.02719745971262455, 0.024154778569936752, 0.02387242577970028, 0.023728637024760246, 0.023625636473298073, 0.023522628471255302, 0.023480474948883057, 0.02332594059407711, 0.02312643639743328, 0.022976437583565712, 0.02288428694009781, 0.022680925205349922, 0.02248210832476616, 0.022385012358427048, 0.022236505523324013, 0.02209518291056156, 0.022018667310476303, 0.021914467215538025, 0.021723737940192223, 0.021636607125401497, 0.021533573046326637, 0.021364308893680573, 0.02110087126493454, 0.02109573781490326, 0.02069585956633091, 0.020404623821377754, 0.020003104582428932, 0.0195544995367527, 0.019308652728796005, 0.01893586851656437, 0.01877790503203869, 0.018817830830812454, 0.018651815131306648, 0.01847459189593792, 0.01853761076927185, 0.01834752783179283, 0.01817118003964424, 0.017923207953572273, 0.017786642536520958, 0.017810313031077385, 0.017767315730452538, 0.017638644203543663, 0.017430735751986504, 0.01738082244992256, 0.017199644818902016, 0.017138347029685974, 0.017101116478443146, 0.016842054203152657, 0.01666565053164959, 0.016743220388889313]","[0.0789027288556099, 0.07983313500881195, 0.08004871010780334, 0.08026786893606186, 0.08048775047063828, 0.08041015267372131, 0.08041626214981079, 0.079264797270298, 0.08029291778802872, 0.08074232935905457, 0.07866069674491882, 0.07795529812574387, 0.07935523986816406, 0.07721933722496033, 0.07634348422288895, 0.07618453353643417, 0.07693790644407272, 0.07705336809158325, 0.07712458819150925, 0.07774928212165833, 0.07649385184049606, 0.07925914973020554, 0.08043172210454941, 0.07662791758775711, 0.07572755962610245, 0.07170351594686508, 0.07084699720144272, 0.07146886736154556, 0.06848563998937607, 0.0680708959698677, 0.06828320026397705, 0.06992370635271072, 0.06669604778289795, 0.07551434636116028, 0.07240661978721619, 0.07425808161497116, 0.08576685190200806, 0.07288505882024765, 0.08146747201681137, 0.0810093954205513, 0.08594932407140732, 0.07418512552976608, 0.08130783587694168, 0.07469393312931061, 0.07773536443710327, 0.07456529140472412, 0.07321818917989731, 0.07524732500314713, 0.06580530852079391, 0.06809984892606735]"
1943,2,0.05797590727671672,-0.002551314052755771,"[0.12943308 0.43538601 0.65282264 0.61648635 0.71387308 0.09034508
 0.08468783 0.68233947 0.03628502 0.31624195 0.37657454 0.33263259]","[0.31643125 0.34184504 0.33653376 0.3160387  0.3570534  0.3171852
 0.28813744 0.28577793 0.23213181 0.21084714 0.2267483  0.22153018]","[0.03199278190732002, 0.025329122319817543, 0.02513350173830986, 0.02500813826918602, 0.024925049394369125, 0.024851322174072266, 0.024790145456790924, 0.02470168098807335, 0.02464415319263935, 0.02455189824104309, 0.024790044873952866, 0.02469480410218239, 0.02467859908938408, 0.024640902876853943, 0.024601474404335022, 0.024556756019592285, 0.024498645216226578, 0.02440917119383812, 0.024218281731009483, 0.02401764690876007, 0.023971950635313988, 0.02376578375697136, 0.02357933484017849, 0.023673173040151596, 0.023459436371922493, 0.023355575278401375, 0.023323750123381615, 0.023321576416492462, 0.02370360679924488, 0.023670583963394165, 0.02336854860186577, 0.023286888375878334, 0.023159639909863472, 0.023061159998178482, 0.02296147309243679, 0.022863412275910378, 0.022763444110751152, 0.022650476545095444, 0.022541198879480362, 0.022367695346474648, 0.02215566299855709, 0.021991640329360962, 0.021753069013357162, 0.02150275744497776, 0.021320465952157974, 0.021189142018556595, 0.021077120676636696, 0.020892348140478134, 0.020893791690468788, 0.020510772243142128]","[0.05637182667851448, 0.05740079656243324, 0.05751984193921089, 0.05821399763226509, 0.05823604762554169, 0.058182310312986374, 0.058191344141960144, 0.05804717540740967, 0.05805683508515358, 0.058023739606142044, 0.05794355273246765, 0.05786196514964104, 0.05783465504646301, 0.057805195450782776, 0.05773386359214783, 0.05764691159129143, 0.057490646839141846, 0.057341184467077255, 0.057240575551986694, 0.058527637273073196, 0.05864572897553444, 0.05824185535311699, 0.06214192882180214, 0.05737360194325447, 0.05898146703839302, 0.058189887553453445, 0.057768285274505615, 0.05736531689763069, 0.058198731392621994, 0.05607347562909126, 0.055800650268793106, 0.054711055010557175, 0.054871127009391785, 0.05464020371437073, 0.05445684865117073, 0.0544138066470623, 0.05427390709519386, 0.05424235388636589, 0.05393151566386223, 0.053376972675323486, 0.05350978299975395, 0.05277752876281738, 0.05225898697972298, 0.052445828914642334, 0.05252493545413017, 0.053429167717695236, 0.05349692702293396, 0.0500112920999527, 0.05180329456925392, 0.05246711149811745]"
1984,7,0.08581703900527639,-0.18800267612797805,"[0.25104298 0.44467409 0.44517166 0.90986336 1.         0.61101542
 0.36781873 0.24568454 0.08163968 0.33457726 0.28514563 0.19093275]","[0.22041155 0.22450322 0.23694833 0.30228043 0.33839947 0.32440937
 0.30077162 0.2925403  0.25299847 0.24361734 0.23274872 0.22167265]","[0.057314179837703705, 0.03186523914337158, 0.03149170055985451, 0.031118761748075485, 0.030946094542741776, 0.030866552144289017, 0.03081262856721878, 0.03076016902923584, 0.03069348633289337, 0.030640602111816406, 0.03058905154466629, 0.030559616163372993, 0.030513886362314224, 0.030396269634366035, 0.03030983731150627, 0.030192269012331963, 0.03007781319320202, 0.029956446960568428, 0.02980230189859867, 0.02957579679787159, 0.029392126947641373, 0.02937702089548111, 0.029235029593110085, 0.029445450752973557, 0.029375169426202774, 0.029539570212364197, 0.029449621215462685, 0.029066402465105057, 0.0288933627307415, 0.028754940256476402, 0.02838090993463993, 0.02808208204805851, 0.02777498960494995, 0.0275052972137928, 0.027092954143881798, 0.02709871716797352, 0.026815906167030334, 0.02648562751710415, 0.025974418967962265, 0.025527894496917725, 0.025278469547629356, 0.025326311588287354, 0.024823077023029327, 0.02505338005721569, 0.02432897500693798, 0.024044489488005638, 0.023973291739821434, 0.023672359064221382, 0.023311834782361984, 0.023023679852485657]","[0.10702354460954666, 0.11514494568109512, 0.10826467722654343, 0.10631462931632996, 0.10637834668159485, 0.10668452829122543, 0.10680793970823288, 0.10638827830553055, 0.10632940381765366, 0.10651721805334091, 0.1070014163851738, 0.10744889825582504, 0.10665351152420044, 0.10779619216918945, 0.1104048490524292, 0.11217036843299866, 0.11328908056020737, 0.11223991960287094, 0.11135111004114151, 0.1095876470208168, 0.10779017210006714, 0.10861421376466751, 0.11126058548688889, 0.11002608388662338, 0.11002853512763977, 0.10522621870040894, 0.10117128491401672, 0.10172426700592041, 0.100750632584095, 0.1011592373251915, 0.10025862604379654, 0.10061240941286087, 0.09864124655723572, 0.09727676957845688, 0.1042197123169899, 0.10022729635238647, 0.10231807082891464, 0.1018294170498848, 0.10412030667066574, 0.10523685812950134, 0.10935413092374802, 0.10541339963674545, 0.10376007109880447, 0.10211744904518127, 0.10115978121757507, 0.10117163509130478, 0.10187307745218277, 0.10100909322500229, 0.10212700814008713, 0.10040434449911118]"
1985,11,0.05037622345820342,-0.3476451567641945,"[0.2170975  0.39135129 0.53217777 0.79411824 0.62440273 0.45468722
 0.30820288 0.48497571 0.05795798 0.3160399  0.34602851 0.18329035]","[0.21825877 0.22177957 0.25339803 0.2753927  0.31188956 0.29679546
 0.2957563  0.27167797 0.24899441 0.23134147 0.21925263 0.2145706 ]","[0.07481808960437775, 0.03642502427101135, 0.03344658762216568, 0.033035680651664734, 0.03302084654569626, 0.032951004803180695, 0.03288949280977249, 0.03284309804439545, 0.0327950157225132, 0.032734520733356476, 0.032654233276844025, 0.03255000710487366, 0.032443393021821976, 0.03236834704875946, 0.032211851328611374, 0.03210063651204109, 0.032041940838098526, 0.031876079738140106, 0.03182554617524147, 0.03181227669119835, 0.03173459321260452, 0.031536538153886795, 0.031472474336624146, 0.031418826431035995, 0.031270675361156464, 0.03120756894350052, 0.031175462529063225, 0.03104858659207821, 0.03095328062772751, 0.030876439064741135, 0.03076384775340557, 0.030690478160977364, 0.03057202324271202, 0.030461790040135384, 0.030296048149466515, 0.03020600602030754, 0.03010043501853943, 0.029810762032866478, 0.02949291653931141, 0.029417721554636955, 0.029913190752267838, 0.029142135754227638, 0.02872915007174015, 0.02816980704665184, 0.02816164679825306, 0.028062615543603897, 0.027616465464234352, 0.027524735778570175, 0.027044417336583138, 0.02664555236697197]","[0.11891293525695801, 0.08866145461797714, 0.08797179907560349, 0.0910896435379982, 0.09187354892492294, 0.09194586426019669, 0.09242243319749832, 0.09288022667169571, 0.09322017431259155, 0.09364112466573715, 0.09372765570878983, 0.09372434765100479, 0.0960903987288475, 0.096070796251297, 0.09681405872106552, 0.09823715686798096, 0.09542316943407059, 0.09790340811014175, 0.09664567559957504, 0.09529870748519897, 0.09465097635984421, 0.09570595622062683, 0.09469472616910934, 0.09335944056510925, 0.09430545568466187, 0.0922527089715004, 0.09091869741678238, 0.09115446358919144, 0.09058024734258652, 0.09097804874181747, 0.09081065654754639, 0.09250565618276596, 0.09187919646501541, 0.09141518920660019, 0.09151459485292435, 0.09242797642946243, 0.09592249244451523, 0.09791716933250427, 0.10560131072998047, 0.11500006914138794, 0.0990053340792656, 0.10319582372903824, 0.10031143575906754, 0.10328947752714157, 0.10356513410806656, 0.09949425607919693, 0.09761015325784683, 0.09987079352140427, 0.1002347394824028, 0.09786278754472733]"
1986,14,0.041588422960845986,-0.049088443673901194,"[0.21268477 0.30904864 0.683144   0.78520988 0.55074784 0.3162858
 0.43780429 0.5049125  0.05612088 0.30639502 0.38087197 0.21454888]","[0.25744745 0.24733117 0.28535467 0.34811246 0.39316466 0.40561002
 0.37649307 0.33419082 0.28924754 0.24126059 0.24105322 0.22463796]","[0.09675421565771103, 0.04882380738854408, 0.04027440398931503, 0.03969690576195717, 0.039403870701789856, 0.039458371698856354, 0.0395403690636158, 0.03962426260113716, 0.039675235748291016, 0.03968068212270737, 0.03959374129772186, 0.03943609446287155, 0.039279449731111526, 0.03916902095079422, 0.039108581840991974, 0.039076946675777435, 0.039051953703165054, 0.0390247143805027, 0.03898381441831589, 0.03894283249974251, 0.03892458602786064, 0.0388634130358696, 0.03876928985118866, 0.03869045525789261, 0.038662686944007874, 0.038584575057029724, 0.038517341017723083, 0.03849545493721962, 0.0383124016225338, 0.03812037780880928, 0.038153380155563354, 0.038044918328523636, 0.038005270063877106, 0.038044851273298264, 0.0376678965985775, 0.03739197924733162, 0.03719256818294525, 0.03694508224725723, 0.036747388541698456, 0.03640914708375931, 0.036184463649988174, 0.035603560507297516, 0.034805234521627426, 0.03516613319516182, 0.03436250612139702, 0.03315431624650955, 0.032736990600824356, 0.03237932547926903, 0.03248341381549835, 0.032611191272735596]","[0.10581301897764206, 0.07578883320093155, 0.07555916905403137, 0.07555373758077621, 0.07617747038602829, 0.07646741718053818, 0.0760745108127594, 0.07496192306280136, 0.07329025119543076, 0.0713655948638916, 0.06980913132429123, 0.06909105181694031, 0.06909224390983582, 0.06939573585987091, 0.0697084441781044, 0.06989134103059769, 0.07000643759965897, 0.07010424137115479, 0.07042455673217773, 0.07105062156915665, 0.07101375609636307, 0.07174547016620636, 0.07391281425952911, 0.07371938973665237, 0.07408558577299118, 0.07332435995340347, 0.07103385031223297, 0.07347653061151505, 0.07364723086357117, 0.07699800282716751, 0.07469289749860764, 0.07934313267469406, 0.07380794733762741, 0.07878878712654114, 0.07688717544078827, 0.07705933600664139, 0.07825297862291336, 0.07975650578737259, 0.07927785068750381, 0.08151332288980484, 0.08092006295919418, 0.0810309648513794, 0.08235299587249756, 0.08186207711696625, 0.08131758868694305, 0.08220654726028442, 0.08367720991373062, 0.08591943234205246, 0.08197325468063354, 0.07916587591171265]"
2027,13,0.08030652598889089,-0.10992546026641525,"[0.14151931 0.28892669 0.88993981 0.62316348 1.         0.3036749
 0.13508916 0.43812853 0.22275599 0.23580321 0.51859883 0.45311974]","[0.3067704  0.364121   0.3891948  0.33559352 0.3682809  0.3045686
 0.27186894 0.27134478 0.2188079  0.19917116 0.20076762 0.23107333]","[0.06572621315717697, 0.031930211931467056, 0.02727176807820797, 0.026637915521860123, 0.026586420834064484, 0.02649935521185398, 0.026478834450244904, 0.02645942009985447, 0.026425719261169434, 0.02639799192547798, 0.02637014165520668, 0.026336822658777237, 0.026299985125660896, 0.026255305856466293, 0.026202086359262466, 0.02613184042274952, 0.02603433094918728, 0.025912342593073845, 0.025935716927051544, 0.026122303679585457, 0.02612963132560253, 0.02608368918299675, 0.02600589394569397, 0.02590038813650608, 0.025793686509132385, 0.025673002004623413, 0.025583449751138687, 0.02549724653363228, 0.025420136749744415, 0.02536071464419365, 0.025301313027739525, 0.025212762877345085, 0.02510852739214897, 0.02499976009130478, 0.02490800805389881, 0.024790534749627113, 0.024839846417307854, 0.02461307682096958, 0.024505341425538063, 0.024865785613656044, 0.02535819076001644, 0.025171073153614998, 0.024852221831679344, 0.024615196511149406, 0.024382691830396652, 0.024203626438975334, 0.024073246866464615, 0.024224787950515747, 0.024159841239452362, 0.023765822872519493]","[0.10224523395299911, 0.08833280950784683, 0.08571857213973999, 0.08467743545770645, 0.08398523926734924, 0.08450502157211304, 0.08442393690347672, 0.08429887145757675, 0.08426091820001602, 0.08425814658403397, 0.08424907177686691, 0.08427222818136215, 0.0842975601553917, 0.08428990840911865, 0.08434140682220459, 0.08436477184295654, 0.08419402688741684, 0.08268039673566818, 0.08236998319625854, 0.08376654237508774, 0.0851297602057457, 0.08529528230428696, 0.08453685790300369, 0.08434277772903442, 0.0839453935623169, 0.08343610912561417, 0.08287633210420609, 0.08264476805925369, 0.08236517757177353, 0.08257871121168137, 0.08264067769050598, 0.08319023996591568, 0.08330637961626053, 0.08349913358688354, 0.08327341824769974, 0.08323045819997787, 0.08178206533193588, 0.08402973413467407, 0.07961767166852951, 0.08167886734008789, 0.08167877793312073, 0.07896342128515244, 0.07770758122205734, 0.07630839198827744, 0.0750727728009224, 0.07407475262880325, 0.07300414890050888, 0.07507666200399399, 0.07864775508642197, 0.07410457730293274]"
2028,5,0.0933282158593296,-0.3290627118756335,"[0.20884714 0.42690753 0.96952385 0.78580194 1.         0.3467643
 0.24437247 0.5116775  0.2403291  0.30468106 0.5580455  0.44837159]","[0.36836007 0.3946922  0.41213995 0.37960762 0.3831626  0.30708116
 0.27504992 0.28121138 0.2979372  0.22714478 0.20023522 0.23787668]","[0.05366429686546326, 0.031462885439395905, 0.03137686476111412, 0.03130997344851494, 0.031193643808364868, 0.031033752486109734, 0.030892280861735344, 0.030787205323576927, 0.030905451625585556, 0.03085644543170929, 0.03076956607401371, 0.03066968359053135, 0.030565369874238968, 0.03045201487839222, 0.030337341129779816, 0.03020836040377617, 0.030090082436800003, 0.02995689958333969, 0.029787477105855942, 0.02977348305284977, 0.029690584167838097, 0.029309513047337532, 0.030159570276737213, 0.0301397442817688, 0.029908768832683563, 0.029832391068339348, 0.029697386547923088, 0.029553662985563278, 0.029476875439286232, 0.02917477674782276, 0.030250035226345062, 0.03023652359843254, 0.029880817979574203, 0.02975296601653099, 0.02964824065566063, 0.029552778229117393, 0.029485460370779037, 0.029407158493995667, 0.029332254081964493, 0.029206154868006706, 0.029146453365683556, 0.028946684673428535, 0.028763707727193832, 0.028765108436346054, 0.02850729413330555, 0.028368767350912094, 0.028283465653657913, 0.028015030547976494, 0.027791528031229973, 0.027682235464453697]","[0.09633788466453552, 0.0946538969874382, 0.09581863135099411, 0.09573493152856827, 0.09585889428853989, 0.09569448977708817, 0.09527502208948135, 0.09665579348802567, 0.09414608031511307, 0.09619317203760147, 0.09650567919015884, 0.09610578417778015, 0.09585487097501755, 0.09550955146551132, 0.09530966728925705, 0.09544483572244644, 0.09554752707481384, 0.09609893709421158, 0.09866731613874435, 0.09711160510778427, 0.09567570686340332, 0.10257487744092941, 0.09735071659088135, 0.09593162685632706, 0.09447839111089706, 0.09439174085855484, 0.09521856158971786, 0.09640186280012131, 0.09406375885009766, 0.09762904793024063, 0.09871774911880493, 0.09452585130929947, 0.09289747476577759, 0.09259628504514694, 0.0926579013466835, 0.09308090806007385, 0.09348208457231522, 0.09373240917921066, 0.0947110652923584, 0.09507313370704651, 0.09410461783409119, 0.09473557025194168, 0.09586624056100845, 0.09753945469856262, 0.09531434625387192, 0.09599339216947556, 0.0963837131857872, 0.09645427018404007, 0.0991717055439949, 0.09968158602714539]"
2029,1,0.08471023182013494,-0.09879229730816674,"[0.20687283 0.57884286 0.89270057 0.90852616 0.86673089 0.3861246
 0.19922543 0.19594236 0.10480272 0.35109206 0.53926907 0.38071834]","[0.3784877  0.41788295 0.38093406 0.35758364 0.31622422 0.2451558
 0.20183465 0.24646814 0.25133517 0.26888576 0.33481446 0.39484698]","[0.03452647477388382, 0.02973061427474022, 0.02933734841644764, 0.029050515964627266, 0.02884211577475071, 0.028610385954380035, 0.028549393638968468, 0.028193434700369835, 0.028078142553567886, 0.027872541919350624, 0.027671610936522484, 0.027514373883605003, 0.027426278218626976, 0.027156980708241463, 0.026929112151265144, 0.026820741593837738, 0.026692569255828857, 0.02651315927505493, 0.026359764859080315, 0.026130007579922676, 0.02611258625984192, 0.02635447308421135, 0.025408592075109482, 0.025033526122570038, 0.024672899395227432, 0.024359649047255516, 0.024409467354416847, 0.02423301339149475, 0.02387855388224125, 0.023694507777690887, 0.0234959926456213, 0.02322709560394287, 0.02303646318614483, 0.02285345084965229, 0.02263849601149559, 0.022430501878261566, 0.022333430126309395, 0.023188749328255653, 0.02317024953663349, 0.022093022242188454, 0.021793825551867485, 0.021606113761663437, 0.021486056968569756, 0.02134617045521736, 0.022657334804534912, 0.022027388215065002, 0.020919544622302055, 0.02058589830994606, 0.020396865904331207, 0.020083047449588776]","[0.09717849642038345, 0.09124856442213058, 0.09056860953569412, 0.0908011719584465, 0.09102379530668259, 0.09420748800039291, 0.091632179915905, 0.09201789647340775, 0.09093809127807617, 0.09082740545272827, 0.09283831715583801, 0.0954037681221962, 0.09736403077840805, 0.0978679284453392, 0.09904361516237259, 0.09974348545074463, 0.1030883863568306, 0.1048738956451416, 0.10540679842233658, 0.10045980662107468, 0.10395929962396622, 0.09311285614967346, 0.09915655851364136, 0.09963489323854446, 0.09495574235916138, 0.09405776858329773, 0.08598577231168747, 0.08647581189870834, 0.08758103102445602, 0.08312148600816727, 0.08356574922800064, 0.07940300554037094, 0.07738843560218811, 0.0789215937256813, 0.07770749181509018, 0.07480163872241974, 0.07605671882629395, 0.08795607089996338, 0.07638988643884659, 0.07474597543478012, 0.071138896048069, 0.0705280676484108, 0.06963488459587097, 0.07041529566049576, 0.08033096045255661, 0.07418287545442581, 0.07165936380624771, 0.07212956994771957, 0.07194405049085617, 0.0720135048031807]"
