cell,predictions,config,mse,nse
1087,"2022-01-01    3060.232664
2022-02-01    3144.818737
2022-03-01    3145.309080
2022-04-01    3145.799422
2022-05-01    3146.289764
2022-06-01    3146.780106
2022-07-01    3147.270448
2022-08-01    3147.760791
2022-09-01    3148.251133
2022-10-01    3148.741475
2022-11-01    3149.231817
2022-12-01    3149.722159
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 0, 0, 12), 'c']",66180.56697,-0.048223168
1088,"2022-01-01    3625.783858
2022-02-01    3606.485911
2022-03-01    3601.364479
2022-04-01    3600.005316
2022-05-01    3599.644611
2022-06-01    3599.548885
2022-07-01    3599.523480
2022-08-01    3599.516738
2022-09-01    3599.514949
2022-10-01    3599.514474
2022-11-01    3599.514348
2022-12-01    3599.514315
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (0, 0, 0, 12), 'n']",117858.1225,-0.021270482
1089,"2022-01-01    2880.937379
2022-02-01    2938.430895
2022-03-01    2995.004042
2022-04-01    3050.679728
2022-05-01    3105.480291
2022-06-01    3159.427515
2022-07-01    3212.542639
2022-08-01    3264.846374
2022-09-01    3316.358917
2022-10-01    3367.099960
2022-11-01    3417.088708
2022-12-01    3466.343884
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 0), (0, 0, 0, 12), 't']",145880.1311,0.407632299
1090,"2022-01-01    2269.476821
2022-02-01    2332.687915
2022-03-01    2500.297355
2022-04-01    2680.167906
2022-05-01    2697.778547
2022-06-01    2775.393265
2022-07-01    2904.142192
2022-08-01    2999.604257
2022-09-01    2978.521922
2022-10-01    2995.196975
2022-11-01    2962.416985
2022-12-01    2920.664780
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (0, 0, 2, 12), 't']",45020.85694,0.572014574
1091,"2022-01-01    2555.376657
2022-02-01    2669.300712
2022-03-01    2740.074421
2022-04-01    2842.212381
2022-05-01    3141.961484
2022-06-01    3258.450560
2022-07-01    3290.835651
2022-08-01    3302.386760
2022-09-01    3226.609884
2022-10-01    3220.871810
2022-11-01    3245.602851
2022-12-01    3168.053601
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 0), (0, 0, 1, 12), 't']",94559.76704,0.460815597
1092,"2022-01-01    2703.996172
2022-02-01    2761.732128
2022-03-01    2819.595105
2022-04-01    2925.351344
2022-05-01    3304.445485
2022-06-01    3440.593399
2022-07-01    3462.841177
2022-08-01    3415.422755
2022-09-01    3318.191152
2022-10-01    3368.706373
2022-11-01    3344.279617
2022-12-01    3319.705963
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 0), (0, 0, 1, 12), 't']",165245.8394,0.366205624
1093,"2022-01-01    2654.766846
2022-02-01    2733.441725
2022-03-01    2810.096168
2022-04-01    2884.799263
2022-05-01    2957.617734
2022-06-01    3028.616024
2022-07-01    3097.856372
2022-08-01    3165.398889
2022-09-01    3231.301630
2022-10-01    3295.620666
2022-11-01    3358.410150
2022-12-01    3419.722384
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 0), (0, 0, 0, 12), 't']",179979.2811,0.282165414
1094,"2022-01-01    2652.671483
2022-02-01    2760.521334
2022-03-01    2864.494197
2022-04-01    2964.761426
2022-05-01    3061.486800
2022-06-01    3154.826860
2022-07-01    3244.931226
2022-08-01    3331.942908
2022-09-01    3415.998595
2022-10-01    3497.228933
2022-11-01    3575.758795
2022-12-01    3651.707535
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (0, 0, 0, 12), 't']",231575.293,0.400644849
1095,"2022-01-01    2404.830233
2022-02-01    2474.265456
2022-03-01    2597.503711
2022-04-01    2734.577299
2022-05-01    2871.703452
2022-06-01    3004.311818
2022-07-01    3131.062388
2022-08-01    3251.737712
2022-09-01    3366.500824
2022-10-01    3475.634568
2022-11-01    3579.450546
2022-12-01    3678.257839
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (0, 0, 0, 12), 't']",151176.8568,0.582524389
1096,"2022-01-01    2758.435569
2022-02-01    2472.649364
2022-03-01    2663.398507
2022-04-01    2832.861142
2022-05-01    2975.766661
2022-06-01    3216.883212
2022-07-01    3555.639468
2022-08-01    3435.108711
2022-09-01    3203.881964
2022-10-01    3244.356143
2022-11-01    3133.446879
2022-12-01    2799.311428
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (1, 0, 2, 12), 'c']",106607.5833,0.474025357
1097,"2022-01-01    2297.802096
2022-02-01    2225.355619
2022-03-01    2371.629756
2022-04-01    2918.518759
2022-05-01    3353.319269
2022-06-01    3378.085314
2022-07-01    3294.769692
2022-08-01    3329.172294
2022-09-01    3462.456562
2022-10-01    3136.427912
2022-11-01    2698.945917
2022-12-01    2359.152618
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (1, 0, 1, 12), 'n']",113872.6524,0.471474998
1098,"2022-01-01    2594.565036
2022-02-01    2335.725649
2022-03-01    2436.583379
2022-04-01    2906.746496
2022-05-01    3373.088562
2022-06-01    3539.628459
2022-07-01    3906.460625
2022-08-01    4237.281818
2022-09-01    4248.226559
2022-10-01    3466.108331
2022-11-01    2776.747559
2022-12-01    2307.806747
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (1, 1, 2, 12), 'ct']",78602.75847,0.767280928
1099,"2022-01-01    2491.496935
2022-02-01    2309.545707
2022-03-01    2517.631800
2022-04-01    3075.326019
2022-05-01    3787.634711
2022-06-01    4108.205352
2022-07-01    3866.992480
2022-08-01    3897.307739
2022-09-01    3845.718544
2022-10-01    3438.523151
2022-11-01    2775.278169
2022-12-01    2394.410158
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 1, 2, 12), 'ct']",94744.39321,0.789837113
1100,"2022-01-01    2565.495259
2022-02-01    2439.133734
2022-03-01    2613.896822
2022-04-01    3254.888069
2022-05-01    4070.445960
2022-06-01    4525.747406
2022-07-01    4236.380682
2022-08-01    4391.836073
2022-09-01    4264.990187
2022-10-01    3703.300550
2022-11-01    3087.108659
2022-12-01    2647.868576
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (2, 1, 2, 12), 'ct']",93281.3864,0.861042048
1101,"2022-01-01    2527.465632
2022-02-01    2368.480854
2022-03-01    2453.721423
2022-04-01    3028.949633
2022-05-01    3816.048326
2022-06-01    4015.945943
2022-07-01    3880.834379
2022-08-01    3932.653518
2022-09-01    3767.178449
2022-10-01    3384.180494
2022-11-01    2974.259920
2022-12-01    2586.697726
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (1, 0, 1, 12), 'n']",61469.78802,0.862440652
1102,"2022-01-01    2260.211714
2022-02-01    2274.248077
2022-03-01    2240.750445
2022-04-01    2607.145194
2022-05-01    3194.390575
2022-06-01    3364.390086
2022-07-01    3324.567401
2022-08-01    3115.584470
2022-09-01    2780.276081
2022-10-01    2599.946000
2022-11-01    2486.995026
2022-12-01    2269.404188
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (1, 0, 0, 12), 'n']",28425.10022,0.803366249
1103,"2022-01-01    2329.702513
2022-02-01    2308.210587
2022-03-01    2329.211823
2022-04-01    2913.196338
2022-05-01    3823.637828
2022-06-01    4057.204150
2022-07-01    3845.444388
2022-08-01    3863.538033
2022-09-01    3493.419691
2022-10-01    2948.455268
2022-11-01    2287.578056
2022-12-01    2070.656185
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (2, 0, 1, 12), 'ct']",26249.55302,0.951349341
1104,"2022-01-01    2338.421203
2022-02-01    2274.245891
2022-03-01    2289.978460
2022-04-01    2693.931852
2022-05-01    3373.616789
2022-06-01    3371.295197
2022-07-01    3304.564789
2022-08-01    3064.823606
2022-09-01    2825.057319
2022-10-01    2682.448888
2022-11-01    2433.400010
2022-12-01    2227.086531
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (1, 0, 0, 12), 't']",26463.3853,0.857041458
1105,"2022-01-01    2383.311914
2022-02-01    2283.131137
2022-03-01    2357.914159
2022-04-01    2812.087797
2022-05-01    3437.509499
2022-06-01    3407.274746
2022-07-01    3508.244019
2022-08-01    3293.780416
2022-09-01    3163.389896
2022-10-01    3007.712017
2022-11-01    2758.484253
2022-12-01    2614.707458
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (2, 0, 1, 12), 'ct']",81666.20208,0.545538268
1106,"2022-01-01    3352.462771
2022-02-01    2972.108723
2022-03-01    2903.290149
2022-04-01    2930.401827
2022-05-01    3178.521805
2022-06-01    3379.767460
2022-07-01    3844.556389
2022-08-01    4078.167937
2022-09-01    5126.332048
2022-10-01    4972.536217
2022-11-01    4420.371202
2022-12-01    4035.918067
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (0, 1, 1, 12), 'ct']",153744.741,0.837358472
1107,"2022-01-01    5117.344596
2022-02-01    4097.980488
2022-03-01    4025.519052
2022-04-01    4019.112105
2022-05-01    4327.358621
2022-06-01    4381.326122
2022-07-01    4648.375130
2022-08-01    4648.599776
2022-09-01    5654.196115
2022-10-01    5764.077016
2022-11-01    5969.563082
2022-12-01    4888.638399
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (1, 1, 2, 12), 't']",545957.5284,0.644241637
1108,"2022-01-01    3203.933363
2022-02-01    3190.066607
2022-03-01    3207.776695
2022-04-01    3317.108670
2022-05-01    3661.022715
2022-06-01    3594.998265
2022-07-01    3984.156895
2022-08-01    4032.897714
2022-09-01    5102.612437
2022-10-01    4942.091029
2022-11-01    4360.037622
2022-12-01    4112.401452
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (1, 1, 2, 12), 'n']",432544.3858,0.653158766
1109,"2022-01-01    3506.669085
2022-02-01    2930.297674
2022-03-01    2906.374242
2022-04-01    2944.257196
2022-05-01    3094.505075
2022-06-01    3073.277053
2022-07-01    3387.903708
2022-08-01    3157.265017
2022-09-01    3903.161051
2022-10-01    4233.512170
2022-11-01    3864.098297
2022-12-01    3664.624581
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 1, 1, 12), 'ct']",192832.3346,0.656829716
1110,"2022-01-01    3081.384032
2022-02-01    2686.916437
2022-03-01    2823.294057
2022-04-01    2955.505278
2022-05-01    3002.822723
2022-06-01    2901.682371
2022-07-01    3011.709689
2022-08-01    2949.377496
2022-09-01    3669.521580
2022-10-01    3850.474976
2022-11-01    3964.566151
2022-12-01    3337.434368
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (2, 0, 2, 12), 'n']",150055.721,0.693687765
1111,"2022-01-01    2827.987310
2022-02-01    2474.101145
2022-03-01    2583.907645
2022-04-01    3086.574343
2022-05-01    3165.449577
2022-06-01    3096.020969
2022-07-01    3361.739339
2022-08-01    3300.156828
2022-09-01    4017.643124
2022-10-01    3919.149334
2022-11-01    3660.676314
2022-12-01    3243.334608
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (2, 1, 2, 12), 'n']",430743.562,0.548702359
1112,"2022-01-01    3026.996038
2022-02-01    2588.824266
2022-03-01    2656.309262
2022-04-01    2992.707708
2022-05-01    3271.535860
2022-06-01    3292.822446
2022-07-01    3455.359108
2022-08-01    3261.221664
2022-09-01    3737.825935
2022-10-01    3881.088548
2022-11-01    3998.183507
2022-12-01    3571.805971
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (1, 1, 2, 12), 'c']",375254.3287,0.511410292
1113,"2022-01-01    3011.424202
2022-02-01    2842.099567
2022-03-01    3001.313944
2022-04-01    3344.975271
2022-05-01    3558.615845
2022-06-01    3561.655602
2022-07-01    3549.151647
2022-08-01    3572.886775
2022-09-01    4276.016959
2022-10-01    4514.513955
2022-11-01    4435.247575
2022-12-01    4117.157651
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (0, 1, 1, 12), 'ct']",289443.2677,0.628073161
1114,"2022-01-01    2908.629940
2022-02-01    2752.354601
2022-03-01    2895.580125
2022-04-01    3225.034479
2022-05-01    3408.685120
2022-06-01    3384.471973
2022-07-01    3346.959051
2022-08-01    3343.717941
2022-09-01    4019.705546
2022-10-01    4194.361874
2022-11-01    3997.262939
2022-12-01    3772.716885
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (1, 1, 2, 12), 'ct']",261893.2276,0.636457807
1115,"2022-01-01    2649.384238
2022-02-01    2411.141234
2022-03-01    2822.681564
2022-04-01    3214.180284
2022-05-01    3415.553199
2022-06-01    3290.542711
2022-07-01    3244.882535
2022-08-01    3292.507747
2022-09-01    3999.667821
2022-10-01    4186.133617
2022-11-01    4073.404831
2022-12-01    3640.928528
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (1, 1, 2, 12), 'ct']",268635.6248,0.634809091
1116,"2022-01-01    3140.789003
2022-02-01    2783.913099
2022-03-01    3099.879949
2022-04-01    3595.284440
2022-05-01    3657.064584
2022-06-01    3541.883760
2022-07-01    3368.048889
2022-08-01    3391.248268
2022-09-01    3920.507013
2022-10-01    3921.798593
2022-11-01    3857.042792
2022-12-01    3304.386756
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (2, 0, 2, 12), 'ct']",419113.5698,0.379422366
1117,"2022-01-01    3515.362533
2022-02-01    3220.681224
2022-03-01    3631.797093
2022-04-01    4266.962821
2022-05-01    4354.016552
2022-06-01    4267.382158
2022-07-01    3982.234389
2022-08-01    3967.562203
2022-09-01    4361.352466
2022-10-01    4450.447347
2022-11-01    4451.396745
2022-12-01    3870.428465
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (2, 0, 2, 12), 'c']",446673.1283,0.379134412
1118,"2022-01-01    3725.623654
2022-02-01    3526.586057
2022-03-01    3864.400339
2022-04-01    4414.488681
2022-05-01    4585.090084
2022-06-01    4322.984935
2022-07-01    3958.407840
2022-08-01    3841.178288
2022-09-01    4330.237578
2022-10-01    4560.989313
2022-11-01    4307.281766
2022-12-01    3758.147889
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (2, 1, 2, 12), 't']",579790.3612,0.102863258
1119,"2022-01-01    4292.145986
2022-02-01    3744.948790
2022-03-01    3810.305852
2022-04-01    4354.952273
2022-05-01    4561.896160
2022-06-01    4642.894395
2022-07-01    4823.714800
2022-08-01    4739.899326
2022-09-01    5158.555713
2022-10-01    5030.575300
2022-11-01    4778.076149
2022-12-01    4324.245576
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (2, 1, 2, 12), 'ct']",422361.5683,0.345090874
1120,"2022-01-01    4967.419713
2022-02-01    4569.199687
2022-03-01    4280.482939
2022-04-01    4517.944635
2022-05-01    4507.463098
2022-06-01    4965.699881
2022-07-01    5128.447393
2022-08-01    4962.964230
2022-09-01    5175.282521
2022-10-01    5200.496727
2022-11-01    5065.504800
2022-12-01    5037.630113
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 0, 2, 12), 't']",212203.5856,0.327574617
1121,"2022-01-01    4119.190394
2022-02-01    4520.133722
2022-03-01    3564.267986
2022-04-01    4357.932530
2022-05-01    4402.823653
2022-06-01    4640.540619
2022-07-01    4920.233584
2022-08-01    5187.039133
2022-09-01    5011.394702
2022-10-01    5464.321496
2022-11-01    4147.012130
2022-12-01    4814.353076
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (1, 0, 2, 12), 'ct']",126993.0332,0.447244926
1122,"2022-01-01    3688.315987
2022-02-01    3387.472914
2022-03-01    3464.009943
2022-04-01    3784.082192
2022-05-01    3903.077009
2022-06-01    3789.792504
2022-07-01    3619.004728
2022-08-01    3709.436388
2022-09-01    4023.203074
2022-10-01    4087.463389
2022-11-01    4229.451352
2022-12-01    3666.490509
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 0, 2, 12), 'n']",252755.4239,0.229621855
1123,"2022-01-01    4103.218891
2022-02-01    3648.845521
2022-03-01    3681.150979
2022-04-01    3927.231002
2022-05-01    4019.444036
2022-06-01    3875.150025
2022-07-01    3728.077763
2022-08-01    3832.292523
2022-09-01    4148.623325
2022-10-01    4201.527422
2022-11-01    4232.806819
2022-12-01    3827.750247
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (2, 1, 1, 12), 'ct']",116053.9574,0.391137368
1124,"2022-01-01    3442.699272
2022-02-01    3162.163598
2022-03-01    3341.622241
2022-04-01    3569.908434
2022-05-01    3618.685710
2022-06-01    3488.930975
2022-07-01    3358.254616
2022-08-01    3455.760340
2022-09-01    3770.937458
2022-10-01    3797.953573
2022-11-01    3628.307462
2022-12-01    3368.916651
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 0, 2, 12), 'n']",147264.2225,0.080482318
1125,"2022-01-01    3556.789690
2022-02-01    3551.408039
2022-03-01    3546.026388
2022-04-01    3540.644738
2022-05-01    3535.263087
2022-06-01    3529.881436
2022-07-01    3524.499785
2022-08-01    3519.118134
2022-09-01    3513.736483
2022-10-01    3508.354832
2022-11-01    3502.973181
2022-12-01    3497.591530
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (0, 0, 0, 12), 'c']",263982.0642,-0.195361986
1126,"2022-01-01    3007.903060
2022-02-01    2838.474495
2022-03-01    3245.830159
2022-04-01    3555.245141
2022-05-01    3569.161961
2022-06-01    3462.130877
2022-07-01    3314.413262
2022-08-01    3394.416782
2022-09-01    3801.136107
2022-10-01    3834.792508
2022-11-01    3757.817838
2022-12-01    3142.151114
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 2), (1, 0, 2, 12), 'n']",262971.3594,0.1582821
1127,"2022-01-01    2810.0
2022-02-01    2810.0
2022-03-01    2810.0
2022-04-01    2810.0
2022-05-01    2810.0
2022-06-01    2810.0
2022-07-01    2810.0
2022-08-01    2810.0
2022-09-01    2810.0
2022-10-01    2810.0
2022-11-01    2810.0
2022-12-01    2810.0
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (0, 0, 0, 12), 'n']",48529.4375,-0.011552005
1128,"2022-01-01    2847.408285
2022-02-01    2847.408285
2022-03-01    2847.408285
2022-04-01    2847.408285
2022-05-01    2847.408285
2022-06-01    2847.408285
2022-07-01    2847.408285
2022-08-01    2847.408285
2022-09-01    2847.408285
2022-10-01    2847.408285
2022-11-01    2847.408285
2022-12-01    2847.408285
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (0, 0, 0, 12), 'n']",56184.44649,-0.016408336
1129,"2022-01-01    3058.684437
2022-02-01    3076.109785
2022-03-01    3072.729048
2022-04-01    3073.384954
2022-05-01    3073.257700
2022-06-01    3073.282389
2022-07-01    3073.277599
2022-08-01    3073.278528
2022-09-01    3073.278348
2022-10-01    3073.278383
2022-11-01    3073.278376
2022-12-01    3073.278377
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (0, 0, 0, 12), 'n']",54416.83085,0.002793228
1130,"2022-01-01    3324.5
2022-02-01    3324.5
2022-03-01    3324.5
2022-04-01    3324.5
2022-05-01    3324.5
2022-06-01    3324.5
2022-07-01    3324.5
2022-08-01    3324.5
2022-09-01    3324.5
2022-10-01    3324.5
2022-11-01    3324.5
2022-12-01    3324.5
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (0, 0, 0, 12), 'n']",97043.4375,-0.000135428
1131,"2022-01-01    3625.783858
2022-02-01    3606.485911
2022-03-01    3601.364479
2022-04-01    3600.005316
2022-05-01    3599.644611
2022-06-01    3599.548885
2022-07-01    3599.523480
2022-08-01    3599.516738
2022-09-01    3599.514949
2022-10-01    3599.514474
2022-11-01    3599.514348
2022-12-01    3599.514315
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (0, 0, 0, 12), 'n']",117858.1225,-0.021270482
1132,"2022-01-01    2642.552885
2022-02-01    2670.112359
2022-03-01    2622.140717
2022-04-01    2627.538265
2022-05-01    2849.080247
2022-06-01    2971.423212
2022-07-01    2840.874689
2022-08-01    2983.431909
2022-09-01    3262.545984
2022-10-01    3322.597187
2022-11-01    3376.446838
2022-12-01    3312.875019
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (2, 0, 2, 12), 'ct']",49154.9405,0.524325505
1133,"2022-01-01    2433.546081
2022-02-01    2477.620163
2022-03-01    2659.656024
2022-04-01    2856.612012
2022-05-01    2951.424880
2022-06-01    3103.272657
2022-07-01    3188.485025
2022-08-01    3129.889851
2022-09-01    3138.406001
2022-10-01    3141.464805
2022-11-01    3119.473220
2022-12-01    3072.352525
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (0, 0, 2, 12), 't']",72964.31373,0.523954645
1134,"2022-01-01    2357.710654
2022-02-01    2482.669526
2022-03-01    2573.010113
2022-04-01    2708.191703
2022-05-01    2908.057402
2022-06-01    2989.837147
2022-07-01    3049.013973
2022-08-01    3040.647169
2022-09-01    3042.906481
2022-10-01    3066.548448
2022-11-01    3132.263009
2022-12-01    3130.001791
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (0, 0, 1, 12), 't']",51866.1946,0.574550907
1135,"2022-01-01    2539.129749
2022-02-01    2572.813199
2022-03-01    2760.672727
2022-04-01    3181.021829
2022-05-01    3221.957463
2022-06-01    3305.237839
2022-07-01    3168.390605
2022-08-01    3320.512187
2022-09-01    3669.652261
2022-10-01    3483.648637
2022-11-01    3181.713933
2022-12-01    2944.052743
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (2, 0, 2, 12), 'n']",74622.13535,0.569430043
1136,"2022-01-01    2921.309801
2022-02-01    2955.129085
2022-03-01    2988.700363
2022-04-01    3022.027887
2022-05-01    3055.115833
2022-06-01    3087.968306
2022-07-01    3120.589341
2022-08-01    3152.982906
2022-09-01    3185.152898
2022-10-01    3217.103147
2022-11-01    3248.837421
2022-12-01    3280.359420
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (0, 0, 0, 12), 't']",141668.0125,0.329944974
1137,"2022-01-01    3009.682531
2022-02-01    3073.861297
2022-03-01    3141.499799
2022-04-01    3208.473644
2022-05-01    3274.093975
2022-06-01    3338.278859
2022-07-01    3401.052523
2022-08-01    3462.456735
2022-09-01    3522.535154
2022-10-01    3581.330598
2022-11-01    3638.884604
2022-12-01    3695.237376
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (0, 0, 0, 12), 't']",196299.2533,0.361605247
1138,"2022-01-01    3116.958989
2022-02-01    3163.370379
2022-03-01    3209.245729
2022-04-01    3254.596349
2022-05-01    3299.433316
2022-06-01    3343.767469
2022-07-01    3387.609420
2022-08-01    3430.969556
2022-09-01    3473.858047
2022-10-01    3516.284846
2022-11-01    3558.259696
2022-12-01    3599.792137
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 0), (0, 0, 0, 12), 't']",129389.176,0.278495408
1139,"2022-01-01    2416.473692
2022-02-01    2524.542627
2022-03-01    2626.249762
2022-04-01    2724.615234
2022-05-01    2819.775308
2022-06-01    2911.860694
2022-07-01    3000.996769
2022-08-01    3087.303800
2022-09-01    3170.897149
2022-10-01    3251.887473
2022-11-01    3330.380917
2022-12-01    3406.479299
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (0, 0, 0, 12), 't']",147934.7472,0.321336163
1140,"2022-01-01    2649.043230
2022-02-01    2687.725689
2022-03-01    2726.053865
2022-04-01    2764.034125
2022-05-01    2801.672725
2022-06-01    2838.975807
2022-07-01    2875.949403
2022-08-01    2912.599435
2022-09-01    2948.931722
2022-10-01    2984.951974
2022-11-01    3020.665802
2022-12-01    3056.078714
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 0), (0, 0, 0, 12), 't']",101542.9614,0.231825571
1141,"2022-01-01    2632.995145
2022-02-01    2481.441784
2022-03-01    2591.874699
2022-04-01    3006.481452
2022-05-01    3444.847889
2022-06-01    3571.390561
2022-07-01    3862.267247
2022-08-01    4171.074263
2022-09-01    4240.349017
2022-10-01    3566.619968
2022-11-01    2999.389479
2022-12-01    2621.120114
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (1, 0, 2, 12), 't']",70466.64002,0.791369522
1142,"2022-01-01    2491.499463
2022-02-01    2309.568483
2022-03-01    2517.656234
2022-04-01    3075.346479
2022-05-01    3787.625623
2022-06-01    4108.200082
2022-07-01    3866.937286
2022-08-01    3897.281216
2022-09-01    3845.770907
2022-10-01    3438.551814
2022-11-01    2775.312668
2022-12-01    2394.447547
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (2, 1, 2, 12), 'ct']",94743.87193,0.789838269
1143,"2022-01-01    2565.495259
2022-02-01    2439.133734
2022-03-01    2613.896822
2022-04-01    3254.888069
2022-05-01    4070.445960
2022-06-01    4525.747406
2022-07-01    4236.380682
2022-08-01    4391.836073
2022-09-01    4264.990187
2022-10-01    3703.300550
2022-11-01    3087.108659
2022-12-01    2647.868576
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (2, 1, 2, 12), 'ct']",93281.3864,0.861042048
1144,"2022-01-01    2527.465632
2022-02-01    2368.480854
2022-03-01    2453.721423
2022-04-01    3028.949633
2022-05-01    3816.048326
2022-06-01    4015.945943
2022-07-01    3880.834379
2022-08-01    3932.653518
2022-09-01    3767.178449
2022-10-01    3384.180494
2022-11-01    2974.259920
2022-12-01    2586.697726
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (1, 0, 1, 12), 'n']",61469.78802,0.862440652
1145,"2022-01-01    2510.727517
2022-02-01    2399.855419
2022-03-01    2385.433032
2022-04-01    2802.780848
2022-05-01    3669.926850
2022-06-01    3830.375903
2022-07-01    3761.268633
2022-08-01    3571.974807
2022-09-01    3291.339199
2022-10-01    3016.111985
2022-11-01    2874.892782
2022-12-01    2462.051962
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (1, 0, 0, 12), 'n']",41799.91004,0.904023521
1146,"2022-01-01    2411.635876
2022-02-01    2433.654778
2022-03-01    2417.287769
2022-04-01    3020.089363
2022-05-01    4183.999109
2022-06-01    4352.306063
2022-07-01    4234.031298
2022-08-01    4115.177042
2022-09-01    3770.433578
2022-10-01    3085.597841
2022-11-01    2346.111270
2022-12-01    2103.520366
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (2, 1, 2, 12), 'c']",39640.02208,0.941391622
1147,"2022-01-01    2459.328462
2022-02-01    2420.210061
2022-03-01    2581.282846
2022-04-01    3247.671987
2022-05-01    3893.926136
2022-06-01    4021.342536
2022-07-01    3942.890112
2022-08-01    3948.664126
2022-09-01    3611.054499
2022-10-01    3142.623836
2022-11-01    2572.197426
2022-12-01    2337.882989
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (1, 0, 1, 12), 't']",36990.60864,0.898328386
1148,"2022-01-01    2473.803553
2022-02-01    2379.520583
2022-03-01    2423.334494
2022-04-01    3060.706603
2022-05-01    4006.326085
2022-06-01    4117.223166
2022-07-01    3988.335111
2022-08-01    3942.674292
2022-09-01    3427.294686
2022-10-01    2938.899694
2022-11-01    2496.369163
2022-12-01    2288.740045
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (2, 0, 2, 12), 'n']",67187.83024,0.77574895
