cell,predictions,config,mse,nse
601,"2022-01-01    1462.162354
2022-02-01    1228.799005
2022-03-01    1230.228984
2022-04-01    1256.376271
2022-05-01    1308.368144
2022-06-01    1390.034072
2022-07-01    1504.011484
2022-08-01    1605.441135
2022-09-01    1663.415284
2022-10-01    1660.409866
2022-11-01    1796.784182
2022-12-01    1555.918742
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (1, 1, 2, 12), 'ct']",10991.88655,0.805651458
602,"2022-01-01    1545.104493
2022-02-01    1426.293638
2022-03-01    1335.392644
2022-04-01    1296.235416
2022-05-01    1318.916150
2022-06-01    1397.188931
2022-07-01    1510.184758
2022-08-01    1627.974758
2022-09-01    1719.496753
2022-10-01    1760.746048
2022-11-01    1741.070726
2022-12-01    1665.920714
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 0, 0, 12), 'n']",5229.319655,0.884093698
603,"2022-01-01    1521.844837
2022-02-01    1380.482310
2022-03-01    1310.706365
2022-04-01    1284.569161
2022-05-01    1290.373941
2022-06-01    1382.592224
2022-07-01    1548.714391
2022-08-01    1727.122736
2022-09-01    1867.357582
2022-10-01    1825.087411
2022-11-01    1719.424273
2022-12-01    1667.258963
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 1), (1, 1, 2, 12), 'c']",5737.527489,0.878722653
604,"2022-01-01    1753.246392
2022-02-01    1997.843365
2022-03-01    1909.835132
2022-04-01    1917.949995
2022-05-01    1937.462598
2022-06-01    2113.472208
2022-07-01    2470.491754
2022-08-01    2665.850712
2022-09-01    2795.006645
2022-10-01    2553.476407
2022-11-01    1962.902571
2022-12-01    2316.927576
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (1, 1, 1, 12), 't']",34921.5984,0.704715756
605,"2022-01-01    1603.736677
2022-02-01    1505.119409
2022-03-01    1455.525748
2022-04-01    1440.125199
2022-05-01    1447.219104
2022-06-01    1505.229845
2022-07-01    1616.647167
2022-08-01    1755.053374
2022-09-01    1835.269374
2022-10-01    1767.580177
2022-11-01    1740.809495
2022-12-01    1720.814315
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (1, 1, 2, 12), 'c']",4749.43953,0.838405734
606,"2022-01-01    1774.701303
2022-02-01    1848.894702
2022-03-01    1779.757589
2022-04-01    1800.169181
2022-05-01    1792.730153
2022-06-01    1843.745686
2022-07-01    1992.890458
2022-08-01    2145.186989
2022-09-01    2273.452058
2022-10-01    2150.127000
2022-11-01    2021.590763
2022-12-01    2167.490479
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (1, 1, 2, 12), 'c']",8527.686601,0.826254878
607,"2022-01-01    1794.264413
2022-02-01    1700.699319
2022-03-01    1648.302936
2022-04-01    1655.598633
2022-05-01    1618.833906
2022-06-01    1619.883393
2022-07-01    1707.788359
2022-08-01    1873.975231
2022-09-01    1983.577002
2022-10-01    1992.185667
2022-11-01    2083.549474
2022-12-01    1934.314225
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (2, 1, 2, 12), 'ct']",5940.629361,0.832455354
608,"2022-01-01    1911.961976
2022-02-01    2088.331699
2022-03-01    1996.568854
2022-04-01    2041.947610
2022-05-01    2031.328042
2022-06-01    2088.987483
2022-07-01    2230.301873
2022-08-01    2406.711274
2022-09-01    2610.890199
2022-10-01    2468.444846
2022-11-01    2141.455233
2022-12-01    2386.148868
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (1, 1, 2, 12), 'ct']",13101.8555,0.761717895
609,"2022-01-01    1683.082915
2022-02-01    1692.587402
2022-03-01    1640.193226
2022-04-01    1667.308875
2022-05-01    1660.502963
2022-06-01    1737.702744
2022-07-01    1841.478866
2022-08-01    2016.183956
2022-09-01    2188.548218
2022-10-01    2116.415799
2022-11-01    1993.846203
2022-12-01    1948.313591
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (1, 1, 2, 12), 'n']",23058.73477,0.777535302
610,"2022-01-01    1708.979289
2022-02-01    1637.761728
2022-03-01    1686.240460
2022-04-01    1809.039163
2022-05-01    1866.867758
2022-06-01    2049.350013
2022-07-01    2181.542414
2022-08-01    2359.949897
2022-09-01    2513.101077
2022-10-01    2512.256362
2022-11-01    2601.278883
2022-12-01    2229.682514
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 1, 1, 12), 't']",97533.47037,0.707275198
611,"2022-01-01    1849.051528
2022-02-01    1587.545433
2022-03-01    1586.639111
2022-04-01    1708.073331
2022-05-01    1850.202563
2022-06-01    1995.069874
2022-07-01    2365.579446
2022-08-01    2770.457248
2022-09-01    2893.983436
2022-10-01    2561.706147
2022-11-01    2301.152037
2022-12-01    1971.647060
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (2, 1, 2, 12), 'n']",180910.173,0.665559708
612,"2022-01-01    1996.897756
2022-02-01    1883.057198
2022-03-01    1864.287786
2022-04-01    2007.039717
2022-05-01    2140.141020
2022-06-01    2240.465285
2022-07-01    2698.423910
2022-08-01    3137.732797
2022-09-01    3220.878015
2022-10-01    2932.277859
2022-11-01    2534.450278
2022-12-01    2279.805806
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (2, 1, 2, 12), 'n']",89149.09058,0.768951081
613,"2022-01-01    1981.554063
2022-02-01    1644.906465
2022-03-01    1713.669671
2022-04-01    1830.154751
2022-05-01    1873.495629
2022-06-01    1992.444757
2022-07-01    2162.083691
2022-08-01    2380.615757
2022-09-01    2657.659800
2022-10-01    2741.825993
2022-11-01    2953.591378
2022-12-01    2355.852505
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (2, 1, 2, 12), 'ct']",73852.74,0.80467517
614,"2022-01-01    1736.826021
2022-02-01    1613.271170
2022-03-01    1681.663270
2022-04-01    1793.045891
2022-05-01    1814.806487
2022-06-01    1868.006400
2022-07-01    2123.180721
2022-08-01    2251.512000
2022-09-01    2432.996815
2022-10-01    2459.106058
2022-11-01    2439.322567
2022-12-01    2105.128803
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (2, 1, 2, 12), 'ct']",63752.0099,0.694779104
615,"2022-01-01    1519.983618
2022-02-01    1478.765326
2022-03-01    1518.748311
2022-04-01    1577.513840
2022-05-01    1574.997583
2022-06-01    1569.615350
2022-07-01    1734.226208
2022-08-01    1885.360376
2022-09-01    2143.880227
2022-10-01    2179.180289
2022-11-01    2035.334828
2022-12-01    1771.282334
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 0), (1, 1, 2, 12), 'n']",24165.1597,0.783472223
616,"2022-01-01    1595.139997
2022-02-01    1545.895496
2022-03-01    1556.820495
2022-04-01    1655.358470
2022-05-01    1676.818525
2022-06-01    1679.881909
2022-07-01    1793.438673
2022-08-01    1898.621193
2022-09-01    2022.122709
2022-10-01    2053.553291
2022-11-01    1890.707396
2022-12-01    1678.333817
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (2, 0, 2, 12), 'n']",12935.19812,0.703778364
617,"2022-01-01    1782.313622
2022-02-01    1721.290210
2022-03-01    1763.715557
2022-04-01    1959.766736
2022-05-01    2003.754873
2022-06-01    1969.636100
2022-07-01    2102.579797
2022-08-01    2269.978294
2022-09-01    2401.680257
2022-10-01    2381.260342
2022-11-01    2221.463720
2022-12-01    1859.168610
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (1, 1, 2, 12), 'n']",34515.24725,0.71300189
618,"2022-01-01    1732.372628
2022-02-01    1696.337178
2022-03-01    1712.216055
2022-04-01    1961.736890
2022-05-01    2164.890386
2022-06-01    2203.305892
2022-07-01    2451.284387
2022-08-01    2753.189748
2022-09-01    2669.558373
2022-10-01    2453.460293
2022-11-01    2087.752592
2022-12-01    1902.107095
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (2, 1, 2, 12), 'ct']",28815.31932,0.770671394
619,"2022-01-01    1674.531758
2022-02-01    1637.077453
2022-03-01    1675.895249
2022-04-01    1718.625430
2022-05-01    1884.857220
2022-06-01    1993.766062
2022-07-01    2207.880924
2022-08-01    2426.988575
2022-09-01    2222.389447
2022-10-01    2133.069889
2022-11-01    2194.371986
2022-12-01    2012.136147
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (1, 0, 0, 12), 't']",47031.88525,0.63756043
620,"2022-01-01    1916.717543
2022-02-01    1905.037209
2022-03-01    1927.289495
2022-04-01    2222.996558
2022-05-01    2500.180339
2022-06-01    2545.065631
2022-07-01    2755.927801
2022-08-01    2869.135518
2022-09-01    2812.810358
2022-10-01    2644.317764
2022-11-01    2290.199773
2022-12-01    1971.553521
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 0), (2, 1, 2, 12), 'n']",118561.6298,0.506492753
621,"2022-01-01    1963.528788
2022-02-01    1893.989465
2022-03-01    1927.432440
2022-04-01    1999.492350
2022-05-01    2249.634808
2022-06-01    2421.527857
2022-07-01    2884.257374
2022-08-01    2993.252238
2022-09-01    2840.935577
2022-10-01    2666.370204
2022-11-01    2483.524241
2022-12-01    2340.530683
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (1, 0, 0, 12), 'ct']",94414.27307,0.399877866
622,"2022-01-01    2517.153386
2022-02-01    2518.806773
2022-03-01    2520.460159
2022-04-01    2522.113546
2022-05-01    2523.766932
2022-06-01    2525.420319
2022-07-01    2527.073705
2022-08-01    2528.727092
2022-09-01    2530.380478
2022-10-01    2532.033865
2022-11-01    2533.687251
2022-12-01    2535.340637
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (0, 0, 0, 12), 'c']",104985.3446,-0.002007584
623,"2022-01-01    2259.178664
2022-02-01    2271.692552
2022-03-01    2259.891124
2022-04-01    2275.609551
2022-05-01    2383.326326
2022-06-01    2529.951829
2022-07-01    2919.622176
2022-08-01    2932.141245
2022-09-01    2780.704942
2022-10-01    2637.949664
2022-11-01    2470.723324
2022-12-01    2406.300399
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (0, 0, 1, 12), 'n']",74598.50275,0.320188777
624,"2022-01-01    2272.234551
2022-02-01    2254.502385
2022-03-01    2236.912396
2022-04-01    2214.809421
2022-05-01    2312.388672
2022-06-01    2523.903899
2022-07-01    2872.743411
2022-08-01    3041.187124
2022-09-01    2848.027013
2022-10-01    2656.787216
2022-11-01    2522.154823
2022-12-01    2414.773468
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (0, 0, 1, 12), 'n']",80053.262,0.427195134
625,"2022-01-01    2227.635192
2022-02-01    2151.497730
2022-03-01    2237.160799
2022-04-01    2429.921255
2022-05-01    2661.109624
2022-06-01    2867.430970
2022-07-01    3004.927557
2022-08-01    3055.371071
2022-09-01    3025.162608
2022-10-01    2938.589554
2022-11-01    2828.243201
2022-12-01    2725.484558
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (0, 0, 0, 12), 'c']",120334.5422,0.406400551
626,"2022-01-01    2159.472185
2022-02-01    2093.345219
2022-03-01    2132.147727
2022-04-01    2393.063996
2022-05-01    2567.621668
2022-06-01    2677.039774
2022-07-01    3138.668858
2022-08-01    3698.163500
2022-09-01    3576.866702
2022-10-01    3072.643583
2022-11-01    2620.028547
2022-12-01    2321.972259
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 1), (1, 1, 2, 12), 'n']",115931.9704,0.651036523
627,"2022-01-01    2207.984305
2022-02-01    2340.982967
2022-03-01    2472.633133
2022-04-01    2745.636474
2022-05-01    2697.260434
2022-06-01    2946.549967
2022-07-01    3338.816294
2022-08-01    3683.472137
2022-09-01    3488.416273
2022-10-01    3072.547119
2022-11-01    2548.001829
2022-12-01    2463.677462
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 2), (2, 0, 2, 12), 'c']",147737.9333,0.566210857
628,"2022-01-01    2367.341728
2022-02-01    2147.573235
2022-03-01    2377.528651
2022-04-01    2614.971739
2022-05-01    2271.454682
2022-06-01    2590.999207
2022-07-01    3279.572834
2022-08-01    3720.884284
2022-09-01    3553.276803
2022-10-01    3528.552127
2022-11-01    3508.825743
2022-12-01    3102.083496
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (1, 1, 1, 12), 'c']",131938.5194,0.710769823
629,"2022-01-01    2721.224659
2022-02-01    2279.773294
2022-03-01    2509.263892
2022-04-01    2844.855977
2022-05-01    2742.305510
2022-06-01    2835.291929
2022-07-01    3188.942077
2022-08-01    3526.895226
2022-09-01    3304.995239
2022-10-01    3082.415924
2022-11-01    3278.707666
2022-12-01    2580.304959
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 0), (2, 0, 2, 12), 'ct']",408349.7681,0.267953641
630,"2022-01-01    2071.812480
2022-02-01    1978.245771
2022-03-01    2109.609394
2022-04-01    2475.713284
2022-05-01    2751.574493
2022-06-01    2837.656188
2022-07-01    3128.891508
2022-08-01    3408.645139
2022-09-01    3253.050276
2022-10-01    2977.303365
2022-11-01    2756.885984
2022-12-01    2408.971920
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (2, 0, 1, 12), 't']",383063.8286,0.40964838
631,"2022-01-01    1925.165888
2022-02-01    1784.995716
2022-03-01    1892.904518
2022-04-01    2148.014368
2022-05-01    2504.163343
2022-06-01    2690.003868
2022-07-01    3053.097197
2022-08-01    3217.993625
2022-09-01    3031.313130
2022-10-01    2688.068501
2022-11-01    2356.948217
2022-12-01    2010.537673
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 0, 0), (2, 1, 2, 12), 't']",255040.7646,0.521924103
632,"2022-01-01    1799.190515
2022-02-01    1767.915588
2022-03-01    1782.181038
2022-04-01    2010.334529
2022-05-01    2381.217099
2022-06-01    2613.211844
2022-07-01    2880.690454
2022-08-01    3085.145387
2022-09-01    2930.549854
2022-10-01    2578.371062
2022-11-01    2142.906798
2022-12-01    2014.482398
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (2, 0, 2, 12), 'c']",101060.3579,0.655522554
633,"2022-01-01    1918.667660
2022-02-01    1716.804793
2022-03-01    1723.480976
2022-04-01    2083.811631
2022-05-01    2478.941135
2022-06-01    2637.851881
2022-07-01    2716.754877
2022-08-01    2983.436164
2022-09-01    2766.151623
2022-10-01    2441.065683
2022-11-01    2110.738206
2022-12-01    1796.835053
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (2, 1, 1, 12), 'ct']",96386.02764,0.532923145
634,"2022-01-01    1792.841358
2022-02-01    1616.687586
2022-03-01    1649.351504
2022-04-01    2010.470582
2022-05-01    2405.964347
2022-06-01    2459.417291
2022-07-01    2626.067836
2022-08-01    3028.916204
2022-09-01    2856.896384
2022-10-01    2460.707953
2022-11-01    2106.199691
2022-12-01    1726.105426
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 0), (2, 1, 1, 12), 'ct']",93468.14085,0.657238839
635,"2022-01-01    2300.517371
2022-02-01    2363.502201
2022-03-01    2522.553295
2022-04-01    3035.106324
2022-05-01    3234.253040
2022-06-01    3441.924790
2022-07-01    4019.695370
2022-08-01    4176.797009
2022-09-01    3640.344178
2022-10-01    3009.109307
2022-11-01    2502.095022
2022-12-01    2563.096599
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (1, 1, 2, 12), 'c']",83068.50637,0.833740292
636,"2022-01-01    2067.200266
2022-02-01    2418.264823
2022-03-01    2388.053453
2022-04-01    2685.852567
2022-05-01    2769.450212
2022-06-01    2807.844981
2022-07-01    3948.807451
2022-08-01    3823.349407
2022-09-01    3057.783614
2022-10-01    2491.524328
2022-11-01    2174.653655
2022-12-01    2567.557735
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (2, 0, 0, 12), 'ct']",87014.90068,0.81358743
637,"2022-01-01    1432.232791
2022-02-01    1867.963887
2022-03-01    1785.967545
2022-04-01    1705.530658
2022-05-01    1641.259098
2022-06-01    1696.795698
2022-07-01    1929.668446
2022-08-01    2123.221528
2022-09-01    2323.322441
2022-10-01    2203.391131
2022-11-01    1605.772832
2022-12-01    2123.539185
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 0), (1, 0, 2, 12), 'n']",14024.90824,0.835990203
638,"2022-01-01    2058.560018
2022-02-01    2011.679572
2022-03-01    1903.675751
2022-04-01    1864.591198
2022-05-01    1852.738551
2022-06-01    1936.477984
2022-07-01    2215.632007
2022-08-01    2379.887540
2022-09-01    2641.588721
2022-10-01    2547.391735
2022-11-01    2407.264832
2022-12-01    2393.110356
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (1, 1, 2, 12), 'ct']",18122.24915,0.842394123
639,"2022-01-01    2280.654547
2022-02-01    2339.625320
2022-03-01    2205.836976
2022-04-01    2159.488955
2022-05-01    2120.563838
2022-06-01    2224.541472
2022-07-01    2435.308522
2022-08-01    2586.890976
2022-09-01    2777.779802
2022-10-01    2652.980033
2022-11-01    2367.514823
2022-12-01    2523.057936
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (1, 0, 2, 12), 'ct']",9661.16982,0.845832191
640,"2022-01-01    2013.090500
2022-02-01    1667.747636
2022-03-01    1599.120803
2022-04-01    1578.572978
2022-05-01    1563.611806
2022-06-01    1655.215805
2022-07-01    1839.504243
2022-08-01    2015.821842
2022-09-01    2260.398028
2022-10-01    2243.462043
2022-11-01    2413.667552
2022-12-01    2046.733440
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (2, 1, 2, 12), 'ct']",12815.16735,0.871634348
641,"2022-01-01    1707.881566
2022-02-01    1561.693600
2022-03-01    1520.443950
2022-04-01    1508.070501
2022-05-01    1527.083441
2022-06-01    1593.500888
2022-07-01    1732.015607
2022-08-01    1821.781972
2022-09-01    1969.419025
2022-10-01    1971.932507
2022-11-01    1917.637938
2022-12-01    1786.896030
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (0, 1, 1, 12), 'ct']",7032.789924,0.816308322
642,"2022-01-01    1785.846342
2022-02-01    1490.768861
2022-03-01    1460.343590
2022-04-01    1492.975877
2022-05-01    1548.054610
2022-06-01    1702.062169
2022-07-01    1825.204352
2022-08-01    1911.255699
2022-09-01    2013.597972
2022-10-01    2006.388677
2022-11-01    2165.512261
2022-12-01    1856.892778
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (1, 0, 2, 12), 't']",9277.537826,0.844179907
643,"2022-01-01    2535.505642
2022-02-01    1713.413513
2022-03-01    1667.299974
2022-04-01    1704.046093
2022-05-01    1759.594303
2022-06-01    1937.906412
2022-07-01    2139.592277
2022-08-01    2279.969481
2022-09-01    2440.075414
2022-10-01    2557.349495
2022-11-01    3178.213324
2022-12-01    2163.406427
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 1), (0, 1, 2, 12), 'ct']",29119.55541,0.873738474
644,"2022-01-01    1545.104493
2022-02-01    1426.293638
2022-03-01    1335.392644
2022-04-01    1296.235416
2022-05-01    1318.916150
2022-06-01    1397.188931
2022-07-01    1510.184758
2022-08-01    1627.974758
2022-09-01    1719.496753
2022-10-01    1760.746048
2022-11-01    1741.070726
2022-12-01    1665.920714
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 1, 2), (0, 0, 0, 12), 'n']",5229.319655,0.884093698
645,"2022-01-01    2329.376936
2022-02-01    1999.227616
2022-03-01    1943.575463
2022-04-01    1981.986779
2022-05-01    2054.664094
2022-06-01    2249.020549
2022-07-01    2571.124374
2022-08-01    2767.843641
2022-09-01    2901.450118
2022-10-01    2724.485893
2022-11-01    2818.814560
2022-12-01    2348.135298
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (2, 0, 2, 12), 'n']",32453.34815,0.751631362
646,"2022-01-01    1733.931005
2022-02-01    1844.138476
2022-03-01    1800.807914
2022-04-01    1827.785632
2022-05-01    1862.818168
2022-06-01    2114.825851
2022-07-01    2274.310405
2022-08-01    2418.720327
2022-09-01    2546.186040
2022-10-01    2302.737079
2022-11-01    1935.316213
2022-12-01    2146.284139
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (1, 0, 2, 12), 't']",26327.91527,0.664105493
647,"2022-01-01    1836.315215
2022-02-01    1810.645584
2022-03-01    1712.180428
2022-04-01    1785.750862
2022-05-01    1877.920314
2022-06-01    2045.745214
2022-07-01    2313.549797
2022-08-01    2527.362243
2022-09-01    2595.793624
2022-10-01    2325.258836
2022-11-01    2068.385886
2022-12-01    2163.917661
Freq: MS, Name: predicted_mean, dtype: float64","[(0, 1, 2), (1, 1, 2, 12), 'c']",13340.19802,0.862445682
648,"2022-01-01    1833.177209
2022-02-01    1782.606218
2022-03-01    1760.088894
2022-04-01    1828.199693
2022-05-01    1885.275106
2022-06-01    2094.595418
2022-07-01    2275.626173
2022-08-01    2477.493030
2022-09-01    2636.366089
2022-10-01    2518.706589
2022-11-01    2378.009813
2022-12-01    2425.607797
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (2, 1, 1, 12), 'ct']",17190.78547,0.856849666
649,"2022-01-01    1794.264413
2022-02-01    1700.699319
2022-03-01    1648.302936
2022-04-01    1655.598633
2022-05-01    1618.833906
2022-06-01    1619.883393
2022-07-01    1707.788359
2022-08-01    1873.975231
2022-09-01    1983.577002
2022-10-01    1992.185667
2022-11-01    2083.549474
2022-12-01    1934.314225
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (2, 1, 2, 12), 'ct']",5940.629361,0.832455354
650,"2022-01-01    1911.961976
2022-02-01    2088.331699
2022-03-01    1996.568854
2022-04-01    2041.947610
2022-05-01    2031.328042
2022-06-01    2088.987483
2022-07-01    2230.301873
2022-08-01    2406.711274
2022-09-01    2610.890199
2022-10-01    2468.444846
2022-11-01    2141.455233
2022-12-01    2386.148868
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (1, 1, 2, 12), 'ct']",13101.8555,0.761717895
651,"2022-01-01    1722.657572
2022-02-01    1878.662207
2022-03-01    1812.800311
2022-04-01    1846.008995
2022-05-01    1868.267610
2022-06-01    1934.071369
2022-07-01    2043.333460
2022-08-01    2236.647979
2022-09-01    2411.647536
2022-10-01    2305.682206
2022-11-01    2077.923706
2022-12-01    2281.091720
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 2), (2, 1, 2, 12), 'c']",33673.85721,0.712851598
652,"2022-01-01    1623.253982
2022-02-01    1692.445045
2022-03-01    1704.647315
2022-04-01    1794.221740
2022-05-01    1853.142903
2022-06-01    1934.523266
2022-07-01    2059.471258
2022-08-01    2229.708188
2022-09-01    2410.942276
2022-10-01    2386.015114
2022-11-01    2381.867830
2022-12-01    2175.658730
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (2, 1, 2, 12), 'c']",83255.77731,0.678673747
653,"2022-01-01    1985.992048
2022-02-01    1906.060895
2022-03-01    1860.102980
2022-04-01    1982.329102
2022-05-01    2066.671379
2022-06-01    2188.382734
2022-07-01    2431.722129
2022-08-01    2647.399985
2022-09-01    2883.866783
2022-10-01    2686.568598
2022-11-01    2444.455419
2022-12-01    2378.301393
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (2, 0, 2, 12), 't']",87192.01327,0.681809302
654,"2022-01-01    2103.381201
2022-02-01    2055.052146
2022-03-01    2026.708438
2022-04-01    2149.191654
2022-05-01    2250.647483
2022-06-01    2349.130022
2022-07-01    2614.177082
2022-08-01    2891.406291
2022-09-01    3216.484907
2022-10-01    2978.804538
2022-11-01    2644.312238
2022-12-01    2399.937654
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (2, 0, 2, 12), 'n']",114377.4243,0.721592971
655,"2022-01-01    2086.870031
2022-02-01    1782.309363
2022-03-01    1839.919450
2022-04-01    1954.195724
2022-05-01    2033.884635
2022-06-01    2162.406105
2022-07-01    2426.353310
2022-08-01    2703.172872
2022-09-01    2900.339318
2022-10-01    2878.793121
2022-11-01    2870.390692
2022-12-01    2308.824490
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 1), (2, 1, 2, 12), 'c']",150017.5175,0.689375155
656,"2022-01-01    1736.826021
2022-02-01    1613.271170
2022-03-01    1681.663270
2022-04-01    1793.045891
2022-05-01    1814.806487
2022-06-01    1868.006400
2022-07-01    2123.180721
2022-08-01    2251.512000
2022-09-01    2432.996815
2022-10-01    2459.106058
2022-11-01    2439.322567
2022-12-01    2105.128803
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (2, 1, 2, 12), 'ct']",63752.0099,0.694779104
657,"2022-01-01    1520.170048
2022-02-01    1473.994291
2022-03-01    1549.388429
2022-04-01    1616.208158
2022-05-01    1634.131568
2022-06-01    1681.561603
2022-07-01    1923.966413
2022-08-01    2091.147131
2022-09-01    2287.128924
2022-10-01    2334.078937
2022-11-01    2192.062127
2022-12-01    2042.239380
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 1), (1, 1, 1, 12), 'ct']",26447.80092,0.833865249
658,"2022-01-01    1686.019587
2022-02-01    1622.887200
2022-03-01    1672.545881
2022-04-01    1889.741521
2022-05-01    1984.553438
2022-06-01    2031.116696
2022-07-01    2231.155152
2022-08-01    2348.646580
2022-09-01    2479.674826
2022-10-01    2442.028585
2022-11-01    2193.475626
2022-12-01    1950.371731
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 2), (2, 1, 2, 12), 'n']",79352.18167,0.582167643
659,"2022-01-01    1626.821070
2022-02-01    1584.384776
2022-03-01    1652.080186
2022-04-01    1967.737779
2022-05-01    2141.529093
2022-06-01    2130.760501
2022-07-01    2309.265516
2022-08-01    2438.441406
2022-09-01    2542.109675
2022-10-01    2423.387954
2022-11-01    2203.484886
2022-12-01    1853.868612
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (2, 1, 2, 12), 'c']",74218.64669,0.607348206
660,"2022-01-01    1672.534335
2022-02-01    1644.449283
2022-03-01    1683.499362
2022-04-01    1726.430843
2022-05-01    1887.153550
2022-06-01    1993.149609
2022-07-01    2199.465181
2022-08-01    2410.500237
2022-09-01    2217.289334
2022-10-01    2134.009055
2022-11-01    2122.730154
2022-12-01    2022.372723
Freq: MS, Name: predicted_mean, dtype: float64","[(2, 0, 0), (1, 0, 0, 12), 't']",52445.20943,0.620056873
661,"2022-01-01    1743.310649
2022-02-01    1800.177769
2022-03-01    1910.055014
2022-04-01    2179.859215
2022-05-01    2244.357349
2022-06-01    2240.033500
2022-07-01    2363.558254
2022-08-01    2449.229791
2022-09-01    2701.498615
2022-10-01    2660.428596
2022-11-01    2377.305408
2022-12-01    2110.538885
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 1, 0), (2, 1, 2, 12), 'c']",129152.9796,0.555005462
662,"2022-01-01    1924.165101
2022-02-01    1886.454941
2022-03-01    1976.173517
2022-04-01    2271.673149
2022-05-01    2411.640491
2022-06-01    2518.901683
2022-07-01    2690.247806
2022-08-01    2767.159914
2022-09-01    2883.872797
2022-10-01    2741.361516
2022-11-01    2414.708807
2022-12-01    2059.059667
Freq: MS, Name: predicted_mean, dtype: float64","[(1, 0, 1), (2, 1, 2, 12), 'c']",106888.8754,0.626725478
